,answer,author,question,topic
17,"Don't do it. I've participated in Kaggle competitions for 2 years, and went from knowing very little to having won a competition and being ranked as high as 12th in Kaggle ranking. At the beginning I just couldn't get enough of Kaggle.
It lasted about a year. Then as you start doing better, you end up in a cycle: you want higher rankings, you do more competitions, your opportunity for learning becomes incrementally smaller, your time is spread very thin... and if you do very well, like competing for a win, it can become very stressful. The virtous cycle had slowly become a vicious cycle. I was burned out after a year and a half, and only kept participating in competitions for the sake of maintaining my ranking. Then I realized I had passed a point in my learning curve where I was becoming better ""at Kaggle"", instead of becoming better at ML. There is where I just decided to stop and move on to learning something new and different.
Long story short, be careful what you wish for.
351.5k Views · View 733 Upvoters",Giuliano Janson,I have caught a serious bug of learning Machine Learning. And I want to participate in kaggle competitions. I am thinking of leaving my current job for this process. What is your advice on this?,Artificial Intelligence
18,"This one tries to predict which Indian state you’re from, based on your name. Given that there are several character-level patterns in Indian names which may identify the person’s home state, I was surprised that this hasn’t been done before (at least publicly). I’m still working on it, but here’s a snippet:
size = len(names)
train_X = np.array(names[:size * 2/3])
train_y = np.array(indStates[:size * 2/3])
test_X = np.array(names[size * 2/3:])
test_y = np.array(indStates[size * 2/3:])
X = tf.placeholder(tf.float32, [None, max_sequence_length, num_input])
y = tf.placeholder(tf.float32, [None, num_classes])
weights = weight_variable([num_hidden, num_classes])
biases = bias_variable([num_classes])
rnn_cell = tf.nn.rnn_cell.BasicRNNCell(num_hidden)
out, states = tf.nn.dynamic_rnn(rnn_cell, X, dtype = tf.float32)
y_ = tf.matmul(outputs[:,-1,:], weights) + biases
loss = tf.reduce_mean(tf.nn.softmax_cross_entropy_with_logits(logits = y_, labels = y))
train_step = tf.train.AdamOptimizer(learning_rate = learning_rate).minimize(loss)
Here’s one that isn’t mine.
This one is Google’s image captioning model. A snippet and a few examples of generated captions are below, but the whole codebase is available here.
But wait! In case you were too impressed, here are some epic fails by the same model (as shown in https://arxiv.org/pdf/1609.06647...):
Artificial Intelligence will probably end up being as stupid as the rest of us.
356.7k Views · View 5.6k Upvoters · View Sharers",Sriraman Madhavan,What does AI code look like?,Artificial Intelligence
19,"A classic program inside a robot, it is not an AI.
(Also a program made with thousands of “IF”, it can do rather complex stuff, but it is a pain to mantain.)
The AI in search engines are perfect and what they recommend is the best for their users.
But instead the most of the time, they just play safe with funny viral content so they can sell more advertisements.
AI will make coders obsolete.
Nope. What make coders not necessary is easy to use configuration tools (not AI at all), kind of like self service make cashiers not necessary.
And of course to make configuration tools you need coders. The worry is legit about cashiers as they don’t know how to make self checkout boots or vending machines.
Self driving AI will for sure be safer than human driving.
It really depends a lot how it is done. Silicon valley startups, which are to eager to sell unstable products with crowd sourced data or that can be bankrupt after a year, are maybe not the best companies to trust our life to.
Let’s put AI in everything! Now with 20% more AI!
Now everything is called AI, even if it doesn’t have effectively a neural network.
I am not even joking. The mind in the machine: smartphone chips with Artificial Intelligence | AndroidPIT
Will robots steal our job, if they can learn how to do the same things human can do?
Robots can already do much more difficult tasks that humans can’t do, because we literally programmed them to do that.
More coming if you like.
Thanks to Commitstrip, they make awesome webcomics.
56.1k Views · View 2k Upvoters · View Sharers",Valerio Cietto,What are the biggest misconceptions about AI?,Artificial Intelligence
20,"[1412.6572] Explaining and Harnessing Adversarial Examples
To you and me these are two pictures of a panda. While a neural network would agree with us on the left hand picture, it is absolutely certain that the right hand picture shows a gibbon. And we cannot explain why.
Since we don’t understand why it insists that the right picture shows a gibbon, we also don’t really understand why the neural network thinks the left picture shows a panda.
When we look at the neural network we can identify individual neurons which tend to activate when certain features are present, like two tilted black ovals in the middle of a big white circle. So it’s tempting to claim that it thinks the picture shows a panda because these features are present, but the same features are also present in the other picture, so this isn’t a correct description of how the neural network works, and we don’t really understand how it really works.
There are some things we do understand. The picture on the right is called an adversarial example and it was creating by perturbing the picture on the left by the noise term shown in the middle. And we understand how we can find such noise terms. We have also made progress in understanding why neural networks are susceptible to such images, which has a lot to do with the curse of dimensionality and the decision boundary between pictures of different objects. But unfortunately we don’t understand this well enough to actually fix it.
You might think, we could simply fix this by providing additional learning data, including the picture on the right. Unfortunately this doesn’t work. While this allows us to defend against specific examples, it’s always possible to create new examples. And all network architectures we have explored so far are susceptible to adversarial examples.
21.5k Views · View 548 Upvoters",Markus Schmaus,What does it mean that we don't really understand what happens in neural networks?,Artificial Intelligence
21,"Surveillance.
Predictive analysis.
4 Views · View 1 Upvoter · Answer requested by
Leonardo Zanobi",Syed Mustafa,What’s the field that A.I. is helping the most?,Artificial Intelligence
22,"There is tons of on-line material, tutorials and courses on ML, including Coursera lectures.
I’ll respond more specifically for deep learning. You can get a broad idea of deep what deep learning is about through tutorial lectures that are available from the Web. Most notably:
an overview paper in Nature by myself, Yoshua Bengio and Geoff Hinton with lots of pointers to the literature: https://scholar.google.com/citat...
The Deep Learning textbook by Goodfellow, Bengio and Courville: Deep Learning
A recent series of 8 lectures on deep learning that I gave at Collège de France in Paris. The lectures were taught in French and later dubbed in English:
French version: Accueil
English version: Home
the Coursera course on neural nets by Geoff Hinton (starting to be a bit dated).
the lectures from the 2012 IPAM Summer School on Deep Learning: Graduate Summer School: Deep Learning, Feature Learning (Schedule) - IPAM
my 2015 course on Deep Learning at NYU: deeplearning2015:schedule | CILVR Lab @ NYU (unfortunately, the videos of the lectures had to be taken down due to stupid legal reasons, but the slides are there). I’m teaching this course again in the Spring of 2017.
The 2015 deep learning summer school: Deep Learning Summer School, Montreal 2015
Various tutorials generally centered on using a particular software platform, like Torch, TensorFlow or Theano.
205.9k Views · View 3.2k Upvoters · View Sharers · Answer requested by 1450 people",Yann LeCun,What are your recommendations for self-studying machine learning?,Artificial Intelligence
23,"Target found out the pregnancy of a teenager before her parents did.
An angry father walks into a Target store in Minneapolis, demanding to talk to the manager:
“My daughter got this in the mail!” he said. “She’s still in high school, and you’re sending her coupons for baby clothes and cribs? Are you trying to encourage her to get pregnant?”
A few days later:
“I had a talk with my daughter,” he said. “It turns out there’s been some activities in my house I haven’t been completely aware of. She’s due in August. I owe you an apology.”
Source: How Target Figured Out A Teen Girl Was Pregnant Before Her Father Did
Turns out, Target had a system which assigns each shopper a “pregnancy prediction” score based on the products they buy. The system could also estimate their due date to within a small window, so Target could send coupons timed to very specific stages of their pregnancy.
This happened in 2012 and it’s hardly state-of-the-art “AI”, but it just goes to show that anything creepy a machine learning model does, is just a product of how and with what data it is trained.
And that includes Facebook bots communicating strangely, neural networks generating creepy dog images, Microsoft chatbot’s genocidal tweets, etc.
At the risk of getting sued by the NRA, keep in mind: AI systems don’t creep people out. People creep people out.
303.5k Views · View 15.6k Upvoters · View Sharers",Sriraman Madhavan,What is the creepiest thing any AI has done so far?,Artificial Intelligence
24,"A major difference between US AI and China AI is that China AI is all about implementation.
In research, US has about 60% of the world’s top 1000 top researchers, and China less than 10%. The top US researchers are both academia and industry, while the top Chinese researchers are generally in the industry, while academia lags behind the US substantially. Chinese research papers have increased in quality rapidly over the years, but it will take a long time to catch up with the US. (For more details on this, see my book AI Superpowers)
Deep learning is the single greatest invention so far in the Era of Discovery, which was led by the U.S.. But since the deep learning breakthrough, we’ve already entered the Era of Implementation where what matters is execution, product quality, speed, and data. And that’s where China comes in.
China’s technological execution is built on incredible work ethic. Nearly abandoning of my wife in the delivery room is nothing compared to the entrepreneurs in China. As a venture capitalist in China, I once saw a startup claim that it offered great work-life balance because it was “996”. What’s 996? 9am to 9pm, 6 days a week. Most other startups in China are 997.
Chinese product quality has improved dramatically due to intense competition. Silicon Valley competition resembles the old wars where each side takes its turn to fire. In China, competition is like gladiators in the coliseum, fighting to the death with no holds barred. Fierce competition pushes entrepreneurs to improve the product at lightning speed, and to develop impregnable business models. As a result, Wechat and Weibo have evolved into arguably better products than products from Facebook and Twitter.
Chinese market rapidly embraces new products and new paradigms. Just within the last 3 years, mobile payments have emerged as the dominant transaction tool, replacing cash and credit cards. Total transaction in 2017 was $18.8 trillion, even larger than China’s GDP. How’s that possible? China’s mobile payments are built on the world’s best infrastructure: nearly zero-transaction-fee, micropayment-capable, and peer-to-peer. Over 700 million Chinese users can pay each other, whether for online, offline, loan, or gift, whether to your child, a farmer in a village, or even a beggar.
All of this is amplified by China’s enormous market size, which generates the treasure trove of data which is the critical rocket fuel for AI. China’s data edge is 3 times the US based on mobile users ratio, 10 times the US in food delivery, 50 times in mobile payment, and 300 times in shared bicycle rides. (The few paragraphs above come from my TED talk this year).
All this rich data is used to make Chinese companies’ AI work better. Today, China has the world’s most valuable companies in computer vision, drones, speech recognition, speech synthesis, and machine translation. The total valuation of Chinese computer vision companies is about $10B, and the total valuation of Chinese speech recognition companies is also about $10B.
Internet is an area where AI giants blossomed. The same is true for US and China. For US: Google, Facebook, Amazon, Microsoft. For China: Alibaba, Tencent, Baidu. These seven companies have a disproportionate share of AI people (in particular Google has the most).
China has a number of industrial AI opportunities in “late mover advantage”, that is when the industry lags the US, AI can make a big difference. We’ve seen this in payments, and will soon see it in retail, healthcare, and education (for AI & education, watch the upcoming 60 Minutes).
So, not unexpectedly, in VC funding, China has 48% of the world’s funding, while US 38%.
49.4k Views · View 957 Upvoters · View Sharers · Answer requested by
Winterraven .,
Faham Tak, and 38 more",Kai-Fu Lee,What is the AI scene like in China compared to the U.S.?,Artificial Intelligence
25,"I seriously doubt that. At least when thinking about AI researchers with background in computer science.
Church-Turing thesis itself deals with equivalence of theoretical models of computation. We do have more powerfull models of computations. They are just not that useful today. Even normal Turing machine is more powerful than any computer we currently have, because computers have only finite amount of memory. However it’s not useful to treat them as finite automata, so we often consider sufficient amount of memory as infinite enough.
What you probably meant is whether the capabilities of Turing machine are somewhat related to capabilities of human mind or the universe. There are indeed some speculations, and philosophical interpretations. However in my opinion, this is a completely different question. Whether two models are equivalent is mathematically provable. Whether some model matches the universe is only empirically testable.
We may find that the universe contains some processes that we can’t even theoretically simulate using Turing machine. That wouldn’t impact the Church-Turing thesis itself, since it deals only with models. And it wouldn’t impact the usefulness of Turing machine as a model of computation.
117 Views · View 2 Upvoters",Jiří Havel,"Are there AI researchers who believe that artificial general intelligence (AGI) can never be solved without giving up on the Church-Turing thesis, which is what computer science today is based on?",Artificial Intelligence
26,"Transfer learning.
Transfer learning is applying knowledge from one domain to another. It's something humans are great at but machines are terrible at, for now. A person doesn't need to learn and remember that a truck has four wheels, because to a human a truck is a type of car, and cars have four wheels. A computer can't follow that logic and needs to learn from scratch all of the attributes of a truck. As a result computers need many more examples than a human does, and computers have no clue about anything not included in the training data.
Solving this problem would lead to a great leap in machine intelligence, because machines would be able to generalize what they learn into new domains. Depending on its exact characteristics, it might very well allow computers to exceed humans’ ability to learn quickly and apply knowledge to new situations.
Researchers know this, and figuring out how to make transfer learning work is a hot topic of research.
21.8k Views · View 656 Upvoters · View Sharers · Answer requested by
Alex McDaniel",David Seidman,What is the next big thing in artificial intelligence?,Artificial Intelligence
27,"You’d hope it would be a good model given the name neural network, right?
Unfortunately, the name may have been a marketing artifact from decades ago when some researchers were trying to secure a research grant and needed to make a technique sound sexy. Somewhere along the line, the term has become conflated to the point where the exact difference between artificial and real neural networks is no longer super clear.
To understand why neural networks in their current state are not viable models of brain function, it’s important to consider the discrepancies between human brain learning and that of neural networks.
First off, neural network methods are extremely data-intensive. Consider for example the task of computer vision. In the ImageNet challenge, neural models are trained to classify 1000 categories of objects using millions of training images.
As a human, I don’t think I’ve even seen a million static labelled images in my life so far, and I’m sure I can classify more than 1000 classes of objects! It turns out human processing is far more data-efficient, and we can extrapolate from sparse and oftentimes unsupervised data signals far more efficiently. For example, if I gave you a picture of some random creature you have never seen before like
and asked you to identify similar creatures among a set of multiple choices, you’d probably be pretty competent at identifying the new creature even after a single training instance. That’s amazing! I haven’t even given the creature a name, and you can achieve that degree of inference. This also speaks to humans’ tremendous transfer learning ability, something we have only started to see with neural networks in some limited domains.
A second discrepancy between neural nets and the brain is that neural network models are relatively bad at knowledge transfer. For example, a neural network can achieve expert status at a single arcade game, and then upon slightly perturbing the game state, its capacity to play the game falls apart. Humans are far more robust to variations in environmental inputs because we internalize a more common-sense, grounded notion of the world and the various relationships among its entities.
Even some big wigs in the deep learning community have expressed overt skepticism over the current state of neural networks. Geoff Hinton, who is widely regarded as the grandfather of deep learning, has spoken about the need to move beyond our standard backpropagation-based model building approach. In an article he was quoted as saying: “I don’t think it’s how the brain works. We clearly don’t need all the labelled data…My view is to throw it all away and start again.”
I think this is a remarkable degree of scientific vulnerability, as Hinton is credited with developing backpropagation!
As you can see there’s still a huge gap between neural nets and the human brain, but after all, no serious researcher was ever claiming that the current state of deep learning would be our path to artificial general intelligence. :)
13.8k Views · View 483 Upvoters · View Sharers",Mihail Eric,Is a neural network actually a good model of how the brain works?,Artificial Intelligence
28,"Over the brief time I’ve spent studying the mathematics of machine learning, I’ve come to a realization that might seem absurd to the layman:
(Almost) every concept in machine learning gets mathematically more involved, the deeper you study it. Each concept is like a fractal, exhibiting ever increasing layers of complexity as you zoom into the specifics. [*]
To illustrate this point, allow me to consider the simple task of binary classification. To solve this task, I will choose the k-nearest neighbors (k-NN) algorithm, arguably one of the simplest machine learning algorithms.
Now, let’s analyze the simplest variant of the k-NN algorithm i.e. 1-NN algorithm, with
𝑘=1
k
.
The 1-NN algorithm classifies a test data point to be of the same class as that of its nearest neighbor. That is all. Pretty straightforward, right? Well, we’ll see.
The first layer of complexity in studying the 1-NN algorithm comes from its output. It turns out that the decision boundary for the 1-NN algorithm is a Voronoi tessellation of the data points in the training set. How does one compute the Voronoi tessellation of a given set of points? A popular algorithm for doing this is the Fortune's algorithm. Implementing it efficiently needs understanding of binary search trees and priority queues. Another algorithm is Lloyd's algorithm, which is an Expectation–maximization (EM)-type algorithm that is frequently used for Maximum likelihood estimation.
If you zoom in a bit more on this problem, you’ll see that Voronoi tessellation is actually a geometric dual for Delaunay triangulation, which is an important concept in Computational geometry with numerous interesting properties.
[Voronoi tessellation is shown in red, while its dual, Delaunay triangulation, is shown in black.]
Now, let’s zoom out and consider another layer of complexity in studying 1-NN, specifically its statistical aspects. Suppose we implement 1-NN on a random set of training data points. How well does its performance generalize to the test set? Ideally, we would like to compare its error rate to that of the Bayes optimal classifier. This analysis was first done in the seminal paper by Cover and Hart in 1967.[1] The paper proves that the risk for 1-NN is at most twice the Bayes risk, as the size of training set tends to infinity. Understanding this result requires a graduate course in probability theory and considerable ‘mathematical maturity’.
If you zoom in a bit more, you’ll realize the need for a non-asymptotic bound (which means a bound for finite training set size) on the error rate for 1-NN. Here’s a theorem that gives such a result from Shai Shalev-Shwartz and Shai Ben-David’s ML textbook: [2]
[My apologies for not type-setting this :|]
Proving results like these require a grasp on Statistical learning theory and Concentration of measure, which in turn requires some measure theory, combinatorics and a generous dose of ‘mathematical maturity’.
Zooming in further, you’ll notice that all the known results in error bounds work under quite restrictive assumptions on the smoothness of the conditional probability density. Also, the bounds scale up with the number of dimensions! Is it possible to derive tighter bounds under a more general setting? Is the ‘curse of dimensionality’ that is evident from the theorem above just an artifact of the analysis, or is there a deeper truth here? All these are open research problems.
…and that’s not even the end of it! I’m currently studying ML theory, so I’ll mention some of the recent research directions in this area related to 1-NN. Just last year, there was a paper[3]analyzing the robustness of nearest neighbor methods to adversarial examples. Two months ago, Mikhail Belkin has put out a paper[4]studying the generalization properties of interpolating classifiers like 1-NN. Studying this might help us understand the generalization mystery of deep learning (more on it here and here), which is perhaps one of the biggest unsolved problems in machine learning theory today.
So, what is the most mathematically involved machine learning algorithm? It is every one of them! You just need to see it with the right set of eyes.
[*] I suspect that the statement is true for most fields of science and engineering, but I don’t feel qualified enough to make this claim.
Footnotes
[1] Nearest neighbor pattern classification
[2] http://www.cs.huji.ac.il/~shais/...
[3] [1706.03922] Analyzing the Robustness of Nearest Neighbors to Adversarial Examples
[4] [1806.05161] Overfitting or perfect fitting? Risk bounds for classification and regression rules that interpolate
100.2k Views · View 709 Upvoters · View Sharers",Muni Sreenivas Pydi,What is the most mathematically involved machine learning algorithm?,Artificial Intelligence
29,"Very easily actually - even with limited knowledge of Python and AI.
However, it does depend on what kind of AI you exactly want to make in Python. But let’s just assume that you want to make the ‘Hello World’ version of an AI.
So what is considered the ‘Hello World’ of AI? This is often considered the MNIST dataset, or also the IRIS dataset. Many of these are already build into the many of the AI libraries in Python.
For this example, let’s choose the MNIST dataset for recognising handwritten digits, as I have also previously described this. Hence, you can go read this if you want to know more about the AI-part.
Our final code will look something like this:
For more technical about the AI, read here: Mikkel Duif's answer to What does AI code look like?
For an overview of the mechanisms behind AI, read here: Mikkel Duif's answer to How does AI work?
So what do we need?
All we will need will be 2 python-files containing 113 lines of code in total and 1 file containing the dataset. For simplicity, I will not use any of the AI libraries that can be used with Python - so that you also don’t need to install them first. If you already have installed Python and Numpy, I think you should be good to go with this example!
For the simplicity of this post, I will use Michael Nielsen’s code from his book: Neural networks and deep learning. In this way, I can keep it as short and concise, while you still have the opportunity to explore some of the code more in depth in his book. I can strongly recommend it!
Getting started
So first of all, we would need to download the data, which can be found on this link: MNIST_Data
Next step is to create our two Python file. The first one will be named ‘mnist_loader.py’ which is a file that will load our data from the data-file, and format it so it is ready to use for our AI.
The code will look like this. Paste this code into a Python file named ‘mnist_loader.py’
import cPickle
import gzip
import numpy as np
 def load_data():
    f = gzip.open('../data/mnist.pkl.gz', 'rb')
    training_data, validation_data, test_data = cPickle.load(f)
    f.close()
    return (training_data, validation_data, test_data)
 def load_data_wrapper():
    tr_d, va_d, te_d = load_data()
    training_inputs = [np.reshape(x, (784, 1)) for x in tr_d[0]]
    training_results = [vectorized_result(y) for y in tr_d[1]]
    training_data = zip(training_inputs, training_results)
    validation_inputs = [np.reshape(x, (784, 1)) for x in va_d[0]]
    validation_data = zip(validation_inputs, va_d[1])
    test_inputs = [np.reshape(x, (784, 1)) for x in te_d[0]]
    test_data = zip(test_inputs, te_d[1])
    return (training_data, validation_data, test_data)
 def vectorized_result(j):
    e = np.zeros((10, 1))
    e[j] = 1.0
    return e
Our next file is the actual ‘AI’. This one is a bit longer and will do all the math behind AI. I will not explain the steps in detail - I recommend you read some of my other posts, or even better, Michael Nielsen’s book!
The code will look like this. Paste this code into a Python file named ‘network.py’
import random
import numpy as np
 class Network(object):
    def __init__(self, sizes):
        self.num_layers = len(sizes)
        self.sizes = sizes
        self.biases = [np.random.randn(y, 1) for y in sizes[1:]]
        self.weights = [np.random.randn(y, x)
                        for x, y in zip(sizes[:-1], sizes[1:])]
     def feedforward(self, a):
        for b, w in zip(self.biases, self.weights):
            a = sigmoid(np.dot(w, a)+b)
        return a
     def SGD(self, training_data, epochs, mini_batch_size, eta,
            test_data=None):
        if test_data: n_test = len(test_data)
        n = len(training_data)
        for j in xrange(epochs):
            random.shuffle(training_data)
            mini_batches = [
                training_data[k:k+mini_batch_size]
                for k in xrange(0, n, mini_batch_size)]
            for mini_batch in mini_batches:
                self.update_mini_batch(mini_batch, eta)
            if test_data:
                print ""Epoch {0}: {1} / {2}"".format(
                    j, self.evaluate(test_data), n_test)
            else:
                print ""Epoch {0} complete"".format(j)
     def update_mini_batch(self, mini_batch, eta):
        nabla_b = [np.zeros(b.shape) for b in self.biases]
        nabla_w = [np.zeros(w.shape) for w in self.weights]
        for x, y in mini_batch:
            delta_nabla_b, delta_nabla_w = self.backprop(x, y)
            nabla_b = [nb+dnb for nb, dnb in zip(nabla_b, delta_nabla_b)]
            nabla_w = [nw+dnw for nw, dnw in zip(nabla_w, delta_nabla_w)]
        self.weights = [w-(eta/len(mini_batch))*nw
                        for w, nw in zip(self.weights, nabla_w)]
        self.biases = [b-(eta/len(mini_batch))*nb
                       for b, nb in zip(self.biases, nabla_b)]
     def backprop(self, x, y):
        nabla_b = [np.zeros(b.shape) for b in self.biases]
        nabla_w = [np.zeros(w.shape) for w in self.weights]
                # feedforward
        activation = x
        activations = [x] # list to store all the activations, layer by layer
        zs = [] # list to store all the z vectors, layer by layer
        for b, w in zip(self.biases, self.weights):
            z = np.dot(w, activation)+b
            zs.append(z)
            activation = sigmoid(z)
            activations.append(activation)
                # backward pass
        delta = self.cost_derivative(activations[-1], y) * \
            sigmoid_prime(zs[-1])
        nabla_b[-1] = delta
        nabla_w[-1] = np.dot(delta, activations[-2].transpose())
        for l in xrange(2, self.num_layers):
            z = zs[-l]
            sp = sigmoid_prime(z)
            delta = np.dot(self.weights[-l+1].transpose(), delta) * sp
            nabla_b[-l] = delta
            nabla_w[-l] = np.dot(delta, activations[-l-1].transpose())
        return (nabla_b, nabla_w)
     def evaluate(self, test_data):
        test_results = [(np.argmax(self.feedforward(x)), y)
                        for (x, y) in test_data]
        return sum(int(x == y) for (x, y) in test_results)
     def cost_derivative(self, output_activations, y):
        return (output_activations-y)
 #### Miscellaneous functions
def sigmoid(z):
    """"""The sigmoid function.""""""
    return 1.0/(1.0+np.exp(-z))
 def sigmoid_prime(z):
    """"""Derivative of the sigmoid function.""""""
    return sigmoid(z)*(1-sigmoid(z))
Basically, you have all you need know! To follow the rest of the example, you can structure the files as I have done. I’ve placed a folder on my desktop called ‘AI’ which contains two sub-folders ‘data’ and ‘src’. The ‘data’ folder of course contains the MNIST data from the download link above, while the ‘src’ folder contains the two Python files with containing the code above.
Training our AI
First step is to open our terminal (I am using MacBook, so I’ll use the commands for Mac. I can’t remember if they are a bit different for other OS).
Step 1: move to the right location and start Python
cd desktop/ai/source
python
Step 2: load the data
import mnist_loader
training_data, validation_data, test_data = mnist_loader.load_data_wrapper()
Step 3: set up the network and train the AI
import network
net = network.Network([784, 30, 10])
net.SGD(training_data, 30, 10, 3.0, test_data=test_data)
This should start outputting the following:
Epoch 0: 8267 / 10000
Epoch 1: 9212 / 10000
Epoch 2: 9287 / 10000
...
Until it reaches ‘Epoch 29’. The output should be interpreted as having classified 8267 out of 10000 images correctly etc., which means 82.7% percent accuracy (pure random guesses would result in 10% correct on average).
So this is basically a very simply AI in python without major knowledge of neither Python nor AI.
Adjusting your parameter
So based on the code above, you can actually play a bit around with your settings, and see if you can achieve an even higher accuracy. In the very last line of code where you have:
net.SGD(training_data, 30, 10, 3.0, test_data=test_data)
actually contains your parameters. The numbers ‘30’, ‘10’, and ‘3.0’ basically means ‘number of epochs’, ‘mini-batch size’, and ‘learning rate’. I’ll not explain these more in depth (you can read more about it in the book or in the other posts) - but try to play around with them and see how it impacts your result!
If you’re curious about what actually happens in the backend, and what it outputs, I’ve made an Excel file showing it all going on here: MNIST_Neural_Network - Quora.xlsx
NB: The code above is the work of Michael Nielsen as referenced earlier. I do not try to take credit of his work - however, I wanted to make a very simply post explaining how to make an AI. Michael’s book is very comprehensive, and it can take a bit of time before even getting started - however, I strongly recommend to read it. Hopefully with this post, you can get started right away!
12.1k Views · View 63 Upvoters · View Sharers",Mikkel Duif,How can I create an AI in Python?,Artificial Intelligence
