,answer,author,question,topic
10,"Before you call it “over the top”, consider this: it was the first modern marketing campaign, and the most successful ever, by far.
From the moment Lenin decided to call his party “The Majority Party” (better known in Russian, “Bolsheviks”), they were aware of the need for a strong popular appeal with a coherent graphical profile. They hammered it home relentlessly, and their posters were at the forefront of contemporary art: futuristic, geometric, showing what the bright future would be like.
Look at their political achievements in marketing and business terms. Originally, they were banned on their home market. Through ingenious marketing, they managed to gain a monopoly, not only on their home market, but also on several foreign markets. They actually made important inroads on most markets in the world. They also bankrupted two of their three main competitors and forced them out of business.
And still today, millions of people buy the product, despite the manufacturers having admitted over 25 years ago that the package was empty all along.
If that’s not marketing genius, I don’t know what is.
547 Views · View 27 Upvoters",Mats Andersson,Why was Soviet propaganda so over the top?,The Cold War
11,"I remember it was a gray wintery day, roads slippery with ice, but not much snow. I was on my way to the kindergarten some hundred meters from my huge apartment house in Koshtoyanza street, in south-west Moscow, to get my kid home. I met someone who said: “Have you heard, they dissolved the USSR”. We both rolled our eyes, and each went our own way.
We, who were born in the USSR, had expected that thing to last forever. What bad thing could possibly happen to our great and mighty fortress of real Socialism? Only an apocalypse, something cosmically enormous, and extremely loud, right?
The USSR went down not with a bang, not even a whimper. It just dissipated in a deafening, indifferent silence. If the entire nation had not been preoccupied with the exhausting business of daily survival, we would’ve felt terribly cheated.
What you’re observing in Putin’s Russia today, can be understood this way: we’re catching up with that sense of missed indignation.
9.8k Views · View 592 Upvoters · Answer requested by
Jason Thach",Dima Vorobiev,Where were you when the Soviet Union collapsed?,The Cold War
12,"Yes, because it robbed me of my biggest childhood dreams, but let me explain.
Airborne troops in the Soviet Union were the most famous, the baddest troops. They were frequently featured in the movies. Every boy wanted to have the blue berets and their special blue striped t-shirts.
Once, after watching one of these movies, I told my aunt that I wanted to jump with a parachute. My aunt explained to me that it was possible once I became older. She could even show me where i can go and register for a club. In fact, she told me that she used to jump when she was young. Imagine, my aunt, from a boring middle aged woman, suddenly became the coolest person I know.
So, I was waiting impatiently until I became older. Unfortunately, that day never come. Soviet Union collapsed and Mongolia declared itself a democracy. The first decades were tough and all the stupid ideas about jumping somehow disappeared.I forgot about this childhood dream.
Just recently, I found out that a distant friend, became a member of a parachute society in Mongolia. He posted happy people jumping and enjoying themselves. Suddenly, I remembered my childhood dream.
I told my wife that I want to jump. My wife looking sweetly said: I want my children to grow up knowing their father, not the portrait on the wall. Damn, that was a hit below my belt. Someday… :-)
22.7k Views · View 1.2k Upvoters",Anand Nyamdavaa,Have you ever regretted the fall of Soviet Union?,The Cold War
13,"Actually, we did in fact destroy them -- economically. Yeltsin, backed by the USA, turned Russia into a smoking ruin in the 1990’s, with an inflation rate at one point of 2500 percent, life expectancy dropping like a stone, and people losing the benefits they once had under the Communist state. I have a Russian friend who escaped his country's destitution in its most desperate hour in the 1990’s -- he lived homeless in the streets of New York for a year before he was able to pull his life together and eventually get his own condo out here in Los Angeles. A very tough cookie.
Journalist and author of many books F William Engdahl provides some historical background to the period:
""At the end of the 1980s, the major banks of Wall Street – Wells Fargo, Citibank, Chase Manhattan, Bank of America – they were all, in 1989, defacto bankrupt, insolvent.
“At that point, something very interesting happened. The Communist government of Poland collapsed, and a trade-union-based organization called Solidarnosc, supported by the Reagan administration, supported by the CIA as well as the Polish Pope John Paul the 2nd, elected a non-communist government, the first domino in the Warsaw Pact to collapse. And it wasn’t long before November 1989, when the Berlin Wall fell down. And George Soros and Jeffrey Sachs from Harvard, with Larry Summers coordinating the show under the Clinton administration, began the looting of Poland with “shock therapy”, as Jeffrey Sachs called it – the former Communist countries of Eastern Europe, but above all the looting of the crown jewel of the whole thing, what was now the Russian Federation.
“Boris Yeltsin was brought in with the help of a group of corrupted KGB generals that had contact with the western CIA services, and literally became billionaires in return for selling out their country. They developed a group of young entrepreneurs, mostly in their early 20s, the oldest of whom was 42 -- his name was Boris Berezovsky, and linked them up with western banks – Riggs Bank of Washington DC, which was well known since the 1950s as a CIA bank. Riggs Bank set up a branch in Geneva for money laundering called Riggs-Valmet. And the Russian oligarchs that were being created by these KGB generals would literally steal the assets, under the Yeltsin regime. Yeltsin was their man, he was told his family would become fabulously wealthy if he played the game, which he did.
“The oil and gas resources of the Russian Federation were looted in a fraudulent privatization. Inflation went up to 2,500 percent at one point, and the ruble was completely worthless – that was part of the strategy, so that dollars could buy and did buy any and every asset that was worth buying. And George Soros and his friends, Ronald Lauder and others, came in and began plundering the Russian economy.
“The money was laundered through Switzerland, the Bank of New York, the Isle of Man, and other offshore centers. This was the real origin of the so-called Russian organized crime. It was called the Russian Mafia – it was indeed a mafia. But it was these KGB generals that had sold out their country – 300 senior KGB officers involved in the plot fled Russia and were given US residency status outside of Washington in Virginia, and permanent, very, very cushy pensions. It was a small price to pay for the billions they had helped to loot.
“And the looting of Eastern Europe and the Russian Federation during the 90s kept the Wall Street game afloat for another decade.”
~ F William Engdahl, author, “Manifest Destiny: Democracy as Cognitive Dissonance”
40.9k Views · View 646 Upvoters · View Sharers",John C Graves,"Why does Russia see the USA as a threat, when we didn’t destroy them in their weakest hour during the collapse of the USSR? Did they take our kindness for weakness?",The Cold War
14,"Because we had Gorbachev, and the North Korea had their Kims.
Intrinsic inefficiencies and overall rigidity of Communist countries meant that sooner or later all of them run out of money. They no longer have resources for at the same time maintaining the normal functioning of civil economy (read: feeding and sheltering people) and running the enormous military-industrial complex.
When you are a Communist leader who stands before the till and breaks out in cold sweat seeing only small change, you have three choices:
Keep the military running and screw the population. They’ll manage themselves on water, cabbage and ground tree bark. When they start making noises, you quiet it all down by a combination of blood-letting and strangulation. Don’t be stingy on ammo.
Abandon the Communist project. Keep the power, but let people do things, sell and buy things free, get rich. You tax them, and use the proceeds to keep your military going.
Pull the plug on the military. Don’t shoot people, don’t starve them. Pray to the gods of Communism that a wonder happens, and money starts coming to your coffers, so that you again can feed people and run your military at the same time.
Option 1: North Korea in 1990s, USSR from the end of 1920s onward
Option 2: China in 1978, Vietnam in 1990s, the USSR in 1921 (NEP policy), Cuba kind of opting for it right now.
Option 3: Yugoslavia and USSR in 1991
Now, conclusion.
If you want to carry on the flame of Communism and class struggle for the best of all humanity, always go for Option 1. If power is most important for you, no matter what color it is, go for Option 2.
Never ever go for Option 3. You may get a Nobel prize and a couple of appreciative postings on Quora, but most people who will remember your name are going to come to your grave only to spit on it.
21.9k Views · View 1.1k Upvoters",Dima Vorobiev,Why did the Soviet Union collapse and not North Korea?,The Cold War
15,"A cynic would ask “how did they rig the modelling to get the A-10s to last that long?”
With its declared intention to make gun attacks on Warsaw Pact armoured units fighting Big Mistake 3, this meant the A-10 would have been repeatedly flying straight, predictable strafing runs while in effective range of:-
12.7mm heavy machine guns (one on the turret of every tank). The A-10 was designed to survive (though not ignore) hits from these and the larger 14.5mm HMG, and they’re manually aimed so not going to get many hits (though there are many of these guns…)
SA-7, SA-14 and SA-16 man-portable SAMs. The A-10 was designed to have a reduced infrared signature as protection from the SA-7, but the Gimlet and Grouse had more sensitive, cooled seekers which could lock onto it and hit it with frequently fatal results. An A-10 might limp back to base after a MANPADS hit but it would not fly again soon and it certainly would be out of the war.
Self-propelled AA guns accompanying the enemy battalions. The ZSU-23–4 had four 23mm cannon, able to fire 4,000rpm (in short bursts, but it’s an AA weapon) with a built-in Gun Dish radar to help it find and engage targets. Proven highly effective in Vietnam and especially the Middle East, by the 1980s this was a very capable system and a lethal threat to any aircraft flying into its range.
By the 1980s this was being replaced by the 2S6 Tunguska, which had better radars, twin 30mm cannon, and eight SA-11 missiles (command guided to 4–5 mile range) in one lethal package, specifically designed to engage attack helicopters and low-flying aircraft.
SA-9 and SA-13 vehicle-mounted SAMs - covering the manoeuvre battalions, the SA-9 was like the SA-7 a limited threat to an A-10, but the SA-13 had a much improved seeker and, again, posed a serious threat (in 1991 at least two A-10s were downed and a third crippled by SA-13).
But the fun hasn’t stopped, because those tank and motor-rifle regiments are operating under cover of more layers of air defence.
SA-8 Gecko vehicles, with command-guided missiles, filled the gap between “point defence” and “area defence” systems, being both mobile (including amphibious) and having a good engagement range (out to ten miles if an opponent were incautious enough to expose themselves), they would deploy to ensure that no gaps opened up in the front’s air-defence coverage as it advanced or if other systems were destroyed.
The Army divisions also deployed SA-6 Gainful systems, which - again - had proved lethally effective in 1973. Mobile on tracked chassis (though taking some time to set up and break down, hence the SA-8 providing mobile cover) the SA-6 was able to engage from treetop height to over 50,000 feet and out to ranges of twenty miles.
Flying through that lot would be extremely dangerous. Flying through it at 300 knots, instead of supersonic or nearly so, even more so. And flying back and forth, climbing to find targets, making gun or Maverick runs, overflying the target’s friends and circling for the next pass… was not a recipe for long life or happiness.
The A-10 - designed for counter-insurgency work in a conflict like Vietnam - was basically a low-level target drone to many of these systems, particularly if it flew at low level and kept having to climb to find targets and either lock on Mavericks or use its gun. The A-10 could hope to avoid or outfly older parts of the air defences - early model (vacuum tube!) ZSU-23–4, SA-7s with uncooled seekers, SA-6 which had a (low, but not non-existent) minimum altitude - but as SA-13, 2S6, SA-8 and improved MANPADS appeared, its life expectancy plummeted.
The Soviets took (and the Russians still take) the threat of air attack on their formations very seriously. A single Russian motor-rifle brigade today will have six SA-13 and twelve SA-15 vehicles, sixteen 2S6 air-defence vehicles (gun and missile), and widely-distributed MANPADs. (http://www.dia.mil/Portals/27/Do...) - it’s just not often understood how much air-defence firepower Soviet-era divisions deployed.
10.8k Views · View 236 Upvoters",Paul Adam,Is it true that the A-10 was only expected to survive two weeks of combat if the Cold War got hot?,The Cold War
16,"During the early 60s ( The Bay of Pigs & Cuban Missile Crisis ) the threat was from the Atomic bomb. Our parents remembered WW2, and everyone took the threat seriously. Unlike today, when they naysayers don’t even believe that there was a holocaust and that somehow, nuclear war is survivable. Then, people stored extra provisions in their basements, and practiced “Duck & Cover” drills at school. Some invested in “Bomb Shelters” and there were sirens in each community ready to sound the warning to take cover. Today, more people are worried about having an extra bag of “grass” on hand, than any device that would filter water.
Back then, we knew who the enemy was, it was the Russians! We knew that death would be coming from the sky, in the form of an Atomic Bomb, and we understood that there would be death and vast destruction. Today, Nobody can be sure just “Who” the enemy is, how, when, where, why, …or if we will be attacked and if we are, for what reason. A “Terrorist Attack” could involve anything from an airliner crashing into a skyscraper, to a computer hacker taking down the electrical grid, It can be a gas attack in the subway, a mass shooting at a music concert, or any of a thousand other smaller attacks in shopping malls, schools, city streets, public areas, amusement parks, dams, utilities, or facilities. It can come from any individual, or group, inside or outside the US, and we will likely have no warning, no responsibility, and no recourse.
As children in the 60s, we were “Americans” first. That’s not the case anymore. Our high school athletes take a knee when our anthem is played, our kids no longer pledge allegiance to America, they learn “War” from video games, and association with friends and groups like AntiFA, BLM, Black Panthers, gangs, even Facebook and other propaganda providers/secular organizations. Even some churches openly condemn America and call for it’s destruction, and today we have a Democrat congresswoman who openly calls for “Attacks against people who support the President.” Hollywood Awards night has become an opportunity for the “Rich Elite” of America to assemble and utter verbal filth, threats, and make disparaging remarks about the President. (Michael Moore recently said “I will bring down Trump before November” ..what does that mean? Bring him down, how? ) With so many undefined threats and enemies fighting inside and outside America, there is no way to know..from where an attack may come, and/or in what form it might take.
To the question: How does it compare? It is Worse now, much worse.
We are Not united as a Nation for a common cause
We are Not prepared or educated in what to do. ( safety, reporting, decontamination, first aid, etc. )
We do Not know from where the attack may .come.
We lack the cohesive/community spirit to stand together
We scream “AT” each other and do not communicate
Many millenials don’t have the basic skills to survive w/out electricity
We no longer “Save” nor “Store” anything in sufficient quantity for the future.
Most millenials lack the ability and initiative to repair/construct anything usable. They live in a “Throw away” society.
The non-military nature of our country ( one half of one percent have served ) tells me that our city streets may be “protected” by people carrying guns who have no professional experience, training, or discipline. While it is true that we have Combat veterans in this country who are willing to take a stand, we have millions of “Call of Duty” video game trained civilians who are now old enough to own guns and who are prone to panic and wrongful, dangerous, and acts for personal gain if things get “Ugly.” That was not the case during the 1960s.
As for my “Preps”, I have adopted the 1960s protocols. I moved out of the city, I have a well-stocked basement, my own generator, well & septic, and I am prepared to protect myself and my family, PERIOD. I have parts on hand to keep my equipment operational, medical supplies, and plenty of books and amusements to keep me entertained and to guide me though the things I may have to do in the future. “An ounce of preparation is worth a pound of cure” I am now free to enjoy my life. I don’t need to “Bug Out” or “Get away” I am “Away.”
917 Views · View 30 Upvoters · Answer requested by
Daniel Smith",Al Nolf,How does living under the threat of a terrorist attack now compare to living under the fear of nuclear attack during the cold war?,The Cold War
17,"> Did the Cold War really end, or did the Russians just let us think we won and it was over so they could catch us off guard decades down the road?
Dude…
Imagine you participate in a boxing match. You’re evenly matched with your opponent, but after a couple of rounds, during a pause between rounds, your opponent receives a phonecall and…. commits suicide. Right there on the ring. The corpse is carried away and the match is over.
Does this count as victory? As you haven’t defeated the opponent with your own skill, I’d say no.
That’s what happened in Cold War. While the west loves attributing this as a victory, when one side commits suicide they simply remove themselves from the conflict thus denying you a chance to win… that doesn’t sound like a “victory” for me.
As for the “made us think we won”.
1990s in Russia royally sucked. Unrest, uncertainty, chaos, organized and not so organized crime, chechen war, terrorist attacks, catastrophes.
(1990s in nutshell. Cargo plane fell onto civilian apartment block).
And here you are saying that all of this was a clever ruse that spanned 30 years just so we could “Get back” at uncle sam and do something “aha! Gotcha now!”.
Are you SERIOUS?
The world does not revolve around your country and neither West nor USA are worth dealing with all this crap for so long.
So, getting back to your question:
No, it isn’t some sort of clever plan, as deceiving USA is not worth dealing with this shit.
Even though Cold War ended, you haven’t won. USSR committed suicide due to internal reasons.
Have fun.
944 Views · View 57 Upvoters",Victor Volkov,"Did the Cold War really end, or did the Russians just let us think we won and it was over so they could catch us off guard decades down the road?",The Cold War
18,"Discarded body of the VVA-14 Ekranoplan.
Looking like a child took key components of planes, the wings, the engines, and the hull, and either randomly placed them all over the plane, or stretched them out of proportion, or even took ship parts and just strapped them on (the missiles), the Soviet Ekranoplans were one of the most remarkable yet enigmatic weapons of the Cold War.
This is the Lun-class ekranoplan, AKA the gargantuan Soviet flying boat with massive missiles on top.
Ekranoplans are based around the ground effect, (where flying close to the ground, or water can increase lift, thus allowing vehicles of epic dimensions to sail several meters above the water at tremendous speeds that ships could never dream of reaching), thus are called GEVs (Ground Effect Vehicles).
Normal
Ground effect
The Lun was truly massive, 73 meters in length and sporting a 44 meter wingspan, dimensions that only GEVs can achieve. The weirdness of the Soviet Ekranoplans are unlimited. The Lun can achieve speeds of 550 kilometers per hour, and has a payload capacity of 100 tonnes, along with six massive Moskit anti-ship missiles, making the Lun an attack focused vehicle.
Next, up, is the Lun’s much more famous and much bigger brother, the KM.
Dubbed the Caspian Sea Monster, this 92 meter long beast was a mystery to the west. After it’s discovery by the west, NATO frantically tried to figure out its purpose.
It was just a prototype (its name translating to “Ship Prototype”).
But it was no less amazing, claiming the name of largest aircraft in the world, for decades before another Russian aircraft stole its name.
After 15 years of testing in its namesake, the Caspian Sea, a pilot error caused the beast to be severely damaged in a crash that resulted in no human injury, but wounds to the KM so heavy she was never repaired (it was a financial dead end as well, so the Soviet navy would probably have given up on it regardless), and left to sink a week later.
31.8k Views · View 534 Upvoters · View Sharers",Frank Zhang,What were the most absurd weapons used by Soviets in the Cold War?,The Cold War
19,"Few details
It was public service - everything. Practically everyone was a salaried employee, even plumbers and waiters.
Soviet propaganda was praising USSR for distributing most of the wealth in non-monetary form. It was the access to that non-monetary things that were valued often ahead of salary - ability to receive housing (most was Government housing) in reasonable timeframe, ability to buy a car at official price, holidays, you name it.
In addition to the official distribution of wealth, there was unofficial - ""taking from work"" aka stealing. The scale you cannot imagine - at the official Moscow white-water slalom championship, not a single craft was made from materials that could be legally bought. Some parts I believe meant to fly into space.
Every organisation had a First Department, handling security, censorship and spying over employees - usually headed by an ex-KGB.
Bathrooms were shocking, and there was no such thing as kitchens at work. You want to make yourself tea or coffee, you go fill the kettle from the toilet sink. Occasionally nauseating.
Following up on sickening, Communist Party activists were doing their things with ""political information"" aka propaganda etc
Workplace was highly diversified up to the certain level. Nearly all adult women were working.
Women could even be seen doing heavy physical work, like road or railway maintenance. The Soviet system would pay them the same money for lesser productivity - say less volume dug.
Comes Autumn, every white-collar employee would remember where their gum boots, gloves and rain gear are - they were about to be sent to harvest potato and other vegetables, and no gear was provided. Once again, no discrimination on gender basis - a Ph.D.-qualified mother of three would go just as well, leaving the kid for her husband who would do the next 2-week shift.
As soon as security clearance (""dopusk"") comes into play, things gets immensely complicated. Like say how important was to keep as a state secret what Research Institute for Automatics was doing, considering it was described in details in In the First Circle widely sold in the West, and it doesn't take a genius to make a connection considering the location is specified? Yet employees would get their individual entry and exit times, so American spies won't guess how many people work there. I was lucky to avoid all that stuff.
There was a universally understood term ""to work in a box"", as been employed by an organisation that is to be referred by its PO Box number.
Getting anything done in the ""planned economy"" was a major problem, as money didn't really mean much on B2B level. Most things were done through exchange of favors and products.
One particular product, which was supplied to organisations that needed it, stood aside - ethanol aka ""liquid currency"". If you have it, a lot of small problems could be easily solved.
Salaries were rather ridiculous - a  basic Lada cost 3-year salary of an engineer. However even for that much, they still were distributed via employers - a new car on the black market would cost double that.
More on salaries. Artificially set prices were creating some bizarre effects. A pair of US-made jeans would cost over 6 week salary. A 100% wool suit would cost half that.
Anything to do with travelling abroad was creating immediate stream of income eclipsing salary, through buying stuff abroad, then selling it. However to have money to stock up on stuff, lucky travelers had to save on food, bringing everything with them and saving daily allowance. The urban legends about classic musicians cooking soup in washbasins using waterboilers [1] were abound.
The cases of sexual harassment etc could not go to court, however could be dealt with by the local Party committee if the offender was a Party member.
The need to be a Communist to have a management career was creating some bizarre situations. As I understand, because it was a Party of Proletariat, there was a quota for white collar workers - it had to remain majority blue-collar. So in organisations with little blue-collar employees like design bureaus, career-minded educated young men would chase drunk plumbers and handymen (those would be salaried employees of the same organisations, and counted as proletarians) begging them to join the Party thus creating an extra spot for a white-collar member.
For the same reason, some people including some [ex-]Presidents of post-Soviet states started their careers as factory floor workers after getting their degrees - to join the Party as Proletarians, not to learn the industry bottom-up.
There were no concepts like resume, there were no employment agents. In a bus you would see an ad inviting you to become a bus driver - and that about it. Practically any job, except for a graduate position after a college, was found through your network.
After receiving free education (with an extra serve of mandatory indoctrination, and military training if male), one was supposed to work for three years where told. 
The behavior of recruiters talking to fresh graduates makes Western used car dealers look honest. Me and my mate were promised to be sent to the space station, in addition to medals and housing, if we just sign on the dotted line that we agree to work in the particular ""Box""
The need for our agreement (which we refused to give) was due to rather unique circumstances. In general it would be quite close to a slave market - graduates would go where told.

[1]
112.6k Views · View 638 Upvoters",Alex Jouravlev,What was it like working in the Soviet Union?,The Cold War
20,"The place to start is the Harvard Kennedy Belfer Center web site.
52 Views · View 2 Upvoters",Dave Wright,Is there a historian that knows the Cuban Missile Crisis well? I need to interview a historian for a project. It would be great to be able to interview an expert.,The Cold War
21,"The Soviets aimed nukes at a hot dog stand.
In their defense, it wasn’t just any hot dog stand, it was this one:
Supposedly, using satelite imagery, the Soviet Union could monitor traffic and human activity in and around the Pentagon, and they found that at certain times a large percentage of people were clustered around this structure. Also, as it is right in the center of the complex, the Soviets presumed it was of utmost importance, the entrance to a secret underground bunker.
Later, it gained the nickname “Ground Zero”, the deadliest hot dog stand in the world.
An 18-year-old German aviator flew his prop plane right next to Red Square, evading all of the Soviet air defenses.
Mathias Rust flew this right through the USSR’s “impenetrable” air defenses, evading intercepters (that never received orders to kill him, often mistaking him as a friendly), and, in an attempt to reduce tensions between the east and the west, landed his plane at Vasilevsky Descent, right next to Red Square. This incident led to multiple air command seniors to be fired. He was sentenced to 4 years of jail, but pardoned in his 14th month, which is ironic, because some loyal citizens of the USSR got off way worse.
94k Views · View 3.3k Upvoters · View Sharers",Frank Zhang,What are some insane Cold War facts?,The Cold War
22,"Good question. Perhaps, personally for me the first real sign, that the USSR crumbles, became the disappearance of goods from stores.
Soviet stores never had a rich assortment, but there was a minimal set of basic foods you could buy, and very cheap: bread, milk, pasta, some canned foods. I got used to them for many years, they were always on the shelves and always cost the same.
""Always"" - I literally mean my entire life by the time (21 year). Every child in the USSR knew that a package of milk ALWAYS costs 36 kopecks (1/100 of rouble), a kilogram of potatoes - 10 kopecks, and a small round bun - 3 kopecks, small ice cream 8 kopecks and big one - 48.
And then one day I came to the store, and these goods disappeared! It didn't have anything on the shelves, and I stood there in complete confusion.
Moscow, 1991
And in few days goods appeared again, but became much, MUCH more EXPENSIVE. For the USSR it was unthinkable, but it happened.
Thus began the ""Pavlov’s reform"" in 1991:
The 1991 Monetary Reform in the Soviet Union
And in December 1991 the Soviet Union came to an end:
Belavezha Accords - Wikipedia
8.2k Views · View 593 Upvoters",Roman Kutuzov,"For people who lived in the Soviet Union when it collapsed, when did you realize things were starting to fall apart? What was it like?",The Cold War
23,"First of all, this is Eastern Europe, in pink:
The other countries everyone else has mentioned so far are NOT Eastern Europe, they are Central Europe (tan) or Southern Europe (brown + light green).
That being said, by far the most developed country in this region is Estonia.
Even if you were to use the wrong definition and erroneously lump in Central European countries like Czechia, Slovakia, Hungary, and Poland, Estonia would still be at the top of this list.
Despite its small population of just over 1 million people, Estonia has a GDP per capita more than double that of Russia and Belarus, and over eight times that of Ukraine. It still lags behind much of Northern and Western Europe, but has a stable 3% GDP growth rate.
81.5k Views · View 539 Upvoters · View Sharers",Sam Woodman,Which eastern European country has developed the most since the fall of the Soviet Union?,The Cold War
24,"After the Berlin Wall fell in late-1989, UK Prime Minister Margaret Thatcher hoped that Gorbachev shared her interest in keeping Germany divided. She tried to use her personal relationship with the Soviet leader in the same way she had used her closeness to the American President Ronald Reagan. Thatcher encouraged Gorbachev to block what US President George HW Bush and West German Chancellor Helmut Kohl were proposing for Germany’s future. The reality was, and Thatcher quickly learned this, that Gorbachev was not concerned about what Britain wanted, and the USSR was too weak in any case to apply its power in Central Europe. Thatcher continued to argue that merging East and West Germany had disadvantages for the EU (still then the EC), NATO, and German democracy, but all this accomplished was to anger the Germans and make her own Conservative Party doubt her judgement on European matters.
Thatcher also sought an alliance with French President Francois Mitterrand on Germany. He was more receptive than Gorbachev. France, as one of the four occupying powers, had a technical say in the matter, but Mitterand had to know as well as Thatcher did that France and Britain lacked the power to override the United States—as well as the will of the two Germanys' citizens. Mitterrand told Thatcher he opposed a united Germany, and, knowing his biography as a World War II French resistance leader, one can understand why. However, Mitterrand soberly accepted the diplomatic damage that would come from opposing German unification. France had little to gain from upsetting its German partners in Europe. Mitterrand needed Kohl.
Despite being isolated, Thatcher showed the first cracks in her iron by refusing to back down from her case against German reunification. She wrote in her memoirs that her opposition to Bush and Kohl's plan for a single German state within NATO and the EU was her biggest failure in foreign policy. The reason she reached out to Gorbachev was because she knew the USA was opposed to her view, and, for reasons of deep principle, she could not accept the Americans' position.
From the perspective of broader history, the logic of her policy against German reunifucation may be somewhat vindicated—but not in terms of its practicality. Thatcher predicted a reunified Germany would become too powerful within the EU. This prediction has to an extent come true. In the beginning, reunification slowed down the economic growth of West Germany. It had to sacrifice to help the East catch up. More recently, though, the dominance of Germany in the Eurozone and EU governance has been evident. Although it has reflected Germany's economic and political achievements, it arguably has created some tensions in Europe. The politics of the EU might be more agreeable in 2018 if Germany were not quite so dominant.
Thatcher also raised the concern that the political naiveté of the people in the newly liberated East and inequalities between East and West might lead to a resurgence of nationalism and xenophobia in the German state. Now it is 2017, and the Alternative for Germany, which is a far-right German anti-immigrant movement, is drawing most of its support from voters in the East.
Thatcher may have been diplomatically ineffective in her response toward German reunification, but she was no fool. She understood that a united Germany had implications for the concept of an EU composed of strong nation-states. She hoped for a Europe of independent nations that cooperated through agreements to lower trade barriers as well as to promote peace and solve common problems (like global warming). This was not the direction things were headed in if Helmut Kohl had the most say. The Germans and French were proposing monetary union and new powers for Brussels. Thatcher believed that if Kohl achieved a united Germany, it would strengthen his hand in creating a single European currency and central bank, which would lay the groundwork for a federal union.
4.8k Views · View 165 Upvoters · Answer requested by
Sean Meleady",Justin Mihalick,Was Margaret Thatcher right to fear and oppose German reunification?,The Cold War
25,"A motor rifle division (Motostrelkovaya divisiya, Мотострелкковая дивизия in Russian) is roughly the equivalent of a mechanised infantry division in other armies, equipped with armoured personnel carriers (APCs), infantry fighting vehicles (IFVs), and tanks.
A motor rifle division was one of the two standard types of division in Warsaw Pact armies, alongside tank divisions. Motor rifle divisions were the heavy combat formations used in defence or for deliberate breakthrough operations, while tank divisions were lighter and more mobile and used for exploitation and counter-attack.
NATO intelligence in 1987 reported that the Soviet army included 150 motor rifle divisions, 52 tank divisions, and 7 airborne divisions.
Typically, a motor rifle division had three infantry regiments and one tank regiment; in a tank division those proportions were reversed. A motor rifle division had 13,000 men, 287 tanks, 150 IFVs and 221 APCs; a tank division had 10,500 men, 341 tanks, and 232 IFVs. The motor rifle division also had slightly more artillery.
In the 1970s and 80s, the standard armoured personnel carrier for front-line units was the eight-wheeled BTR-70, a development of the BTR-60 used in the 1960s.
The Soviet Army introduced the infantry fighting vehicle in 1966 with the tracked BMP-1, armed with a 73mm smoothbore cannon and a rocket launcher. In 1980 the upgraded BMP-2 came into service. In a motor rifle division one of the three regiments would have these, while the other two had APCs; in a tank division the infantry all had IFVs as standard.
BMP-1 infantry fighting vehicle
Under the Tsars, the Russian Imperial Army was mostly made up of infantry divisions (pekhota or pekhotniye lyudi, пехота or пехотные люди - from пеший or on ones legs) with a small number of elite 'rifle' divisions and brigades (strelkovaya divisiya, стрелковая дивизия - shooting division) that enjoyed higher status. This hierarchy caused resentment, and so when Trotsky organised the Workers' and Peasants' Red Army (RKKA) in 1918, the decision was taken to designate all its infantry units as 'rifle' formations. In October 1918 the RKKA thus included eleven Rifle Divisions; a number that would be expanded to 49 by the end of the Civil War, and many hundreds during the Great Patriotic War.
A Soviet rifle division was thus equivalent to the infantry divisions of bourgeois capitalist running-dog armies.
In January 1940 the 1st Rifle Division (or '1st Moscow Proletariat Red Banner Rifle Division', to give it its full title) was mechanised and redesignated as a Motor Rifle division. As part of the 7th Mechanised Corps, it was the first unit to employ T-34 tanks in combat.
After the war, a programme of mechanising the other Red Army divisions was put in place. Finally in 1957, all remaining Rifle Divisions were renamed Motor Rifle Divisions.
Typical Warsaw Pact divisional organisation
A Soviet MRD was pretty comparable to a NATO mechanised division, with differences dictated by their doctrines. The Warsaw Pact armies generally held back support assets such as heavy artillery at the Corps, Army or even Front level, to give concentrated assistance to major breakthroughs. NATO tended to allocate such assets more widely, dispersing them around lower-level formations to give more responsive support in fast-moving combat situations.
Pact units thus tended to be smaller than their NATO equivalents, with perhaps only 60-70% of the combat potential on a division-by-division basis. (Though of course the Soviets had many more divisions than NATO.)
In addition, the Soviets had weaknesses in C³ due to their reliance on short-service conscript troops, who were poorly trained compared to long-service professionals in most NATO units. As a result, motor rifle units usually operated concentrated - typically in a column formation, reconnaissance elements in front, then a forward security element to pin the enemy while the main column manoeuvred around them - rather than dispersing or allowing sub-units to take the initiative. NATO doctrine attempted to compensate for numerical inferiority by training their troops to react faster and disrupt the more rigid planning cycle of Soviet units by 'getting inside their decision loop'.
18.3k Views · View 113 Upvoters · Answer requested by
Myles Kurao",Stephen Tempest,"What exactly is a Soviet/Russian ""motor rifle"" division? What is its purpose, and how does it differ from its nearest NATO counterpart?",The Cold War
26,"The intra-German border did not just consist of the Berlin Wall - the whole border between East and West Germany was already fenced (later: walled) and patrolled by border guards with shoot-to-kill orders. Berlin was the last place where the border between East and West Germany was somewhat permeable.
310 Views · View 3 Upvoters",Tomas Schild,Why didn't people go to another city while the Berlin Wall was still up?,The Cold War
