,answer,author,question,topic
10,"The Goblet of Fire debacle. Yes, it worked but it has to be the dumbest plan ever. How did that strategy session go?
Voldemort: We must kidnap Harry Potter. There’s no apparating at Hogwarts and he’s protected against magic at the Dursley’s! Any ideas?
Pettigrew: Muggles love gold and Lucius is rich. Hire a muggle to kidnap him from the Dursleys without magic.
Voldemort: Your idea has merit but you’re ugly. Someone else?
Crabbe Sr.: I could hit him with a stick. He’s not protected against sticks and I’ve got one. Accio stick!
Voldemort: Crabbe’s plan is muggley and boring. I need a plan that’s magical and exciting.
Bellatrix: Potter goes to Hogsmeade every weekend. It’s outside the “no apparating” zone. I can make a portkey - with magic - and I can go to Hogsmeade in disguise and get Potter to touch it. That’s exciting because… erm… I know! It’s exciting because the portkey is attached to my bra!!!
Voldemort: I can’t risk any of you being seen in Hogsmeade even in disguise.
Crouch: I can make a polyjuice potion. I could look like a villager, a student or a shopkeeper! I could sell Potter the portkey! Oh, the magically exciting irony!
Voldemort: Fools! Obviously, if we’re going to attack Potter outside the no apparating zone, we have to send someone inside the no apparating zone. One of you must infiltrate Hogwarts.
Lucius: Your logic is unique and amazing, my lord.
Voldemort: Thank you.
Pettigrew: Sirius got in as an animagus last year so we know that works. I’m an animagus and I know all about the secret tunnels from being a Marauder.
Voldemort: Yes, but you’re still ugly.
Bellatrix: The quidditch pitch is outside the no apparating zone. I could use polyjuice to look like a student, sneak into Hogwarts before a quidditch practice, and replace the snitch with one that’s actually a portkey. I could enchant it so only Harry can catch it.
Lucius: Even simpler: Draco could snitch the switches. Switch the snitches. Ha-ha! Who knows which witch switched which snitch-
Voldemort: Crabbe, Lucius would like a closer look at that stick of yours. (*Lucius falls to the ground with a dull thud*) Excellent. Now, the way to be absolutely sure of success is to have one of you inside Hogwarts in disguise for a long period of time surrounded by our cleverest and most powerful deadly enemies.
Crouch: Hmm. Well, if we have to, Filch is easy to overpower since he’s a squib. He’s a loner and an eccentric so no one will notice odd behavior. He wanders everywhere and nobody ever questions him. He’d be ideal.
Voldemort: Better yet, the new Dark Arts professor: Alastor Moody.
Bellatrix: Alastor Moody the powerful auror who’s famous for capturing people like us? Who’s always suspicious, always on his guard and has a magic eye that sees through everything?
Voldemort: Yes. We capture him alive, polyjuice Crouch to look like him and then Crouch will smuggle Moody, still alive, into Hogwarts, keep him captive and use him to constantly renew his supply of the difficult and time-consuming to make polyjuice potion which he’ll need to take several times daily. He can simply steal the other polyjuice ingredients from under Snape’s watchful eye over and over again for as long as he’s there.
Crabbe Sr.: Would it help if I hit Snape with my stick?
Voldemort: No. And stop waving it around. Better yet, use it to knock yourself senseless.
Crabbe Sr.: OW! OW! OW!
Voldemort: Quietly.
Crabbe Sr.: ow. ow. ow.
Pettigrew: We could buy the ingredients and give them to Crouch in Hogsmeade. In fact we could probably mail them.
Voldemort: Ugly, much?
Pettigrew: You know what? I’ll be over there on my exercise wheel if anyone needs me.
Crouch: Snape is a Death Eater and he’s a genius at making potions. He could give me the ingredients. He could help me to make the potions.
Voldemort: I trust him but it’s too risky. Constant stealing is safer.
Bellatrix: Doesn’t that mean we’re irretrievably screwed if Snape runs out of anything we need?
Voldemort: Yes, but we’ll hope that doesn’t happen.
Crouch: Good. Crisis averted. I’m totally fine with betting my life on Snape’s inventory management and his willingness to be repeatedly plundered. Moving right along. I will impersonate Moody, win Harry’s trust and wait for an opportunity to slip him a portkey outside Hogwarts grounds. It could take a while but we’ll probably have him in a few weeks.
Voldemort: No, simpleton! It’s the Triwizard Tournament this year. First, you must jinx the Goblet of Fire.
Crouch: The unfoolable tamper-proof Goblet of Fire? Do we even know I can do that?
Voldemort: Yes, because you’re that good. Make the Goblet pick Harry to be in the TriWizard tournament.
Crouch: I make Harry one of the three champions who will be the constant focus of everyone’s attention?
Voldemort: No, that’s the genius of my plan. You make him the fourth champion.
Crouch: Then won’t everyone know for sure that I screwed with the Goblet and it’s not just some age exception for “The Chosen” or something?
Voldemort: Correct.
Crabbe Sr.: Am I senseless yet?
Bellatrix: With you, it’s impossible to tell.
Crouch: My lord, there’s only a short time between the Goblet arriving and the champions being selected. If they discover the jinx within 5 hours, they can use a time turner to catch me red handed.
Voldemort: True, but maybe they won’t think of that.
Crouch: Brilliant, my lord. Thanks for plotting that out for me. Next question: how does this help us to kidnap Potter?
Voldemort: You will make sure the last trial is a maze on the quidditch pitch and that the Triwizard Cup in the centre of the maze is a portkey to port the winner back to the start. You will ensure that Potter wins the trial and is first to touch the Cup without the judges or Harry himself suspecting anything.
Bellatrix: Ah! I see the plan: Barty will remove the original portkey spell and replace it with a new one that will take Potter to our secret location.
Voldemort: No. Instead of replacing the original portkey spell, he will add a second spell on top of the first. That way, we can return the Cup after we’re done with it. I think there’s a deposit or something. Probably Potter won’t touch the Cup a second time and escape.
Crouch: Wait, you said the last trial. As in: I have to be undercover for the entire school year and I have to start the year by tipping everyone off that there’s a powerful dark wizard undercover inside Hogwarts who is after Harry Potter.
Voldemort: Correct.
Crouch: Oh joy, I’m correct again. Here’s a thought: Dumbledore is an old pal of Moody’s and knows him really well. My freaking father is going to be there too and he knows me really well. How do I avoid either of them blowing my cover for a whole year?
Voldemort: You’ll think of something.
Crouch: That sounds foolproof. Let’s make sure I have this straight: I jinx the Goblet to pick Harry and three crippled idiots he can easily beat-
Voldemort: No need to do that. Three regular champions will be just fine.
Crouch: But if I’m messing with the Goblet anyway-
Voldemort: Are you defying me?
Crabbe Sr.: Shall I hit him with my stick?
Crouch: My lord, I’m simply trying to clarify the brilliant details of your brilliant scheme. So Harry must defeat three older and better qualified champions. Fine. I befriend him and give him help and advice the way Lupin did last year-
Voldemort: That was last year. This year it would arouse suspicion. Instead, befriend other people, give them information and then make them help Harry. That won’t arouse suspicion.
Crouch: Right. And I can make the trials play to Harry’s strengths: broom racing, snitch catching, best essay on “dark lords I have known”.
Voldemort: Suspicion again! Jinxing the Goblet, making the last trial a maze on the quidditch pitch and tampering with the Cup won’t arouse suspicion. Influencing the other two trials will arouse suspicion. Do you follow me?
Crouch: Like a vulture following a wounded gnu, my lord. It’s just… look, Moody has a prosthetic leg. What if I turn the boot into a portkey, wait for the right opportunity, and kick Potter right in the-
Voldemort: I have spoken!
Bellatrix: I wonder if, hypothetically speaking, someone could have a massive brain aneurysm and not notice. I mean, they still think they’re okay but they’re mostly dead meat from the neck up.
Crabbe Sr.: I could walk over to Potter’s, hit him with my stick, and bring him back in time for tea.
Bellatrix: I can see Crabbe’s lips moving and yet it sounds like the best idea I’ve heard all day.
Voldemort: Why are you still here, Crouch? Hop to it! Moody’s not going to capture himself.
Crouch: Sadly, no. Goodbye, everyone. Don’t forget to give Peter his seed pellets.
Bellatrix: Goodbye, Barty. It was nice knowing you. Look on the bright side. At least we won’t be referring to you as “the crazy one” now.
POSTSCRIPT
First and foremost: I had no idea this post would be so popular. Thank you for more than 2,000 upvotes! I hope it made you smile.
Secondly, please please do not let this “ruin” the book for you. The book has great characters, fun dialog, and a cool mystery to solve. I tease my wife, I tease my daughter, and I like to poke fun at books I enjoy. This was written in the spirit of good-natured fun.
Third and least important, this was originally conceived with three characters: Voldemort, Pettigrew, and Barty Junior. In the book these were the only people Voldemort trusted with his secret (if you follow extended canon then Nagini might possibly be included as a person). All the schemes discussed above work with only Barty and Peter. When I started writing it out, it started to sound repetitive so I threw in some more characters to make it more fun. Bellatrix, as several people have pointed out, was in Azkaban. But I happen to like Bellatrix and, as I say, I really had no idea this would be so popular so I put her in. If I’d been thinking, I would have made her “live via satellite” or something. Oh well.
There are some interesting discussions in some of the comment threads as to the mechanics of some of this. I did spend some time thinking out how this would go. I love speculating and theorizing. Happy Pottering.
55.4k Views · View 2.7k Upvoters · View Sharers",Hugh Meyers,What is the dumbest decision made in the Harry Potter series?,Harry Potter
11,"The effects of a Love Potion, as Ron’s example from Half-Blood Prince shows, are as follow:
Personality loss for as long as the Potion acts. (Ron’s personality basically became “I love Romilda Vane” with nothing else)
Obsessive focus on the person who administers the Potion
Loss of inhibition
Memories remain intact after the “love sickness” is cured
Which means that Tom Riddle Senior was not only raped for months on end, but the second he was freed from the influence of Merope’s Love Potion, he could remember every single thing that had happened to him while under its influence.
Staying behind for the sake of the baby might be a noble thing to do but… honestly? No one can blame Tom Sr for getting the hell out of here. He was the victim. He’s the one who got raped. He doesn’t owe a thing to Merope. No one should owe anything to their rapist/abuser.
Tom Sr was perhaps a jerk in life, but he was still a victim of rape and he left his rapist as soon as he was freed from her control. Merope might be the character with the unhappiest life in the whole series, but even if she was suffering from a mental illness (which probably isn’t a wild assumption since the Gaunts are physically deformed due to their inbreeding so their internal organs must have been pretty screwed up as well) she still raped a man.
So, no. Tom Riddle Sr was entirely justified in leaving Merope.
3.1k Views · View 266 Upvoters · Answer requested by
Sultan Khetani",Vivian Onim,Was Tom Riddle Senior’s reaction to learning that he was drugged into loving Merope justified? Should he have stayed behind for at least the sake of the baby or was he right to leave Merope behind?,Harry Potter
12,"At the very start of the Half-blood Prince, Dumbledore takes Harry with him to convince a retired professor to return to teaching.
They have a brief exchange, over a minor concern of Harry’s.
Towards the end of the same book, there’s an often quoted scene. Harry has watched Dumbledore torture himself to get to the bottom of the cup and get the horcrux. Weakened, Harry begins to take him back to Hogwarts.
These lines stand by themselves, a reflection of how the student-mentor relationship has changed as Harry matured. They are proof of how entirely Dumbledore places faith in the boy, but also how Harry grew up so quickly, to the point where he is taking care of his headmaster.
However, very rarely is the connection between the earlier quote made. Together, they become full circle, showing how Harry has very much become the older man’s equal.
48.9k Views · View 3.6k Upvoters · View Sharers",Lindsay Kent,What are some hard-to-notice details in the Harry Potter books?,Harry Potter
13,"Because the books are mostly from Harry’s perspective and almost every time Harry sees a good looking boy, he’s like
An example? teenage!Voldemort.
I’m laughing so hard because he did the same with Voldemort’s fucking dad.
Ok I got that teenage Voldemort was handsome but what about young adult Volde-
and when he’s no longer handsome it’s pointed out
So, Harry describes things and people as handsome 17 times in the 6th book, 4 of which are objects, 1 boy, 1 centaur, 1 woman, 3 times Tom Sr. and Tom Jr. 7 times.
EDIT: Just to clarify, i'm not necessarily saying Harry is bisexual. But just that he’s a bit exaggerated but also funny. That’s why many people believe he’s bisexual.
24.1k Views · View 1k Upvoters · View Sharers",Caroline Rand,Why do some people believe that Harry Potter is bisexual?,Harry Potter
14,"If I was rooming with someone and we both had pets and that other person’s pet KILLED mine after multiple times I’d told the roomie to PLEASE restrain their pet or something, I’d be pissed as fuck too.
Scabbers turning out to be Wormtail narratively absolved Hermione of responsibility she, as a pet owner who shares a dorm with OTHER pet owners, should have had.
Crookshanks’ introduction was in chasing Scabbers and hunting him. Every single scene with that cat up until the climax had to with him hunting Scabbers.
Here, let me put this in another scenario: let’s say that kneazles eat owls and rabbits for the sake of argument. If Crookshanks tried to hunt Hedwig and Lavender’s bunny (again, for the sake of argument, let’s say it’s there) and then there’s evidence that Crookshanks ate them or at least injured them badly enough to draw a disturbing amount of blood, are Lavender and Harry then supposed to shrug their shoulders and accept it? ESPECIALLY if they’d been telling Hermione for MONTHS in every language known to man to please, for the love of Merlin, control her cat before it really does hurt their own pets?
Yeah, no, I really don’t see much reconciliation happening. Especially if Hermione acts like she did nothing wrong in neglecting her duties as a pet owner to restrain her cat from eating/attacking her dorm-mates’ pets.
Even if Hermione apologized, I foresee Harry STAYING angry for a lot longer than weeks. And it would’ve been his right, just like it was Ron’s right to be angry.
All Ron wanted was a damn apology and for Hermione to admit she was wrong and for her can it with her self-entitled attitude of “it’s not my or Crookshanks’ fault he has hunters’ instincts!”
Mate, if you’ve been sharing a dorm with someone who has a pet for two years and then get a pet yourself that is a predator to your dorm-mate’s pet, it’s YOUR responsibility to make train/make sure your pet doesn’t harm your dorm-mate.
This is basic dorm-mate and cohabitation etiquette 101.
Even if Harry is feeling neutral because it was not HIS pet that was eaten, he still acknowledges that Ron has a reason to be pissed and that it’s RON’S choice whether to forgive Hermione or not.
He can broach the subject with Ron and Ron responded that he won’t forgive Hermione until she apologizes.
Sure, Harry could’ve gone to Hermione and said “Ron is willing to forgive you if you apologize and mean it,” but Harry’s rather passive when it comes to these things. It comes down to his passive personality regarding friendships if the friends are fighting.
1.7k Views · View 88 Upvoters",Elisa Rial,"In Harry Potter and the Prisoner of Azkaban, Harry and Ron were mad at Hermione. Harry felt bad for her. Why didn’t he stand up for her?",Harry Potter
15,"Great question! This answer took a little bit of digging.
The answer is two-fold. Prior to attending school and receiving their wands, magical children still do magic. When they’re angry or scared or upset, especially, they can manifest magical happenings on their own. This is never punished, as kids don’t have control over it.
After getting her wand, Lily did receive several warnings. Here’s a quote from J.K. Rowling on her personal site, found in an archive.
“In ""Philosopher's Stone"" Aunt Petunia says that Lily came back from Hogwarts with frog spawn in her pockets and turned teacups into rats. If this is true, why wasn't Lily expelled?
Aunt Petunia is exaggerating a little; you have to allow for her state of mind when she started shrieking these things. However, just like her son, Lily was not averse to testing the limits of the Statute of Secrecy, so you can safely assume she will have had a few warning letters – nothing too serious, though.”
Petunia’s distaste for magic probably developed early on — between her not being a full witch, herself, and Severus accidentally hitting Petunia with a tree branch (without a wand) after she had made fun of him.
So it seems like the Ministry of Magic was typically smart enough to tell the difference between “doing big obvious spells in front of Muggles” and “terrorizing her sister at home with small magical pranks.”
The Ministry canonically seemed to only really enforce the rule if the actions could expose Magic to Muggles — Petunia was part of the family, however, and so they knew she was already familiar with witches and wizards. The Evans parents were not magical, similarly to how Hermione Granger’s parents were not magical. Hermione claims to have successfully done spells before entering Hogwarts, and even does some on the train on the way there. She isn’t punished for any of this, to my knowledge.
To wrap up, the consensus is that it’s treated kinda like several modern Muggle laws — only enforced when it’s a serious offense that draws complaints, like jaywalking or using a barbecue grill within 14 feet of a structure.
45.5k Views · View 496 Upvoters",Aaron Stone,"Hogwarts students aren't allowed to use magic outside of the school, but Aunt Petunia said that whenever Lily came home she was always doing tricks for their parents. How did she get away with that?",Harry Potter
16,"Normally, i prefer Ravenclaw over all other houses, but my favourite is a Griffindor.
Professor Minevra McGonagall is my favourite character
She is half-blood, child of witch Isabell Ross and muggle Robert McGonagall
Why?
She is a badass
EDIT: OMGs 1.1k views!
1.6k Views · View 43 Upvoters",Maddie Lloyd,Who is your favorite “Harry Potter” character and why? Are they a Muggle or wizard? What house are/were they in?,Harry Potter
17,"Because it was what was left of Voldemort's soul and he had not repented, the sinner.
72 Views · View 7 Upvoters",Valeria Mesalina,What was the squealing creature under the chair in the scene between Dumbledore and Harry when Voldemort cast the killing curse? And why could nothing be done to help it?,Harry Potter
18,"First of all, as someone who loves both Ron and Hermione dearly, I don’t think that she would done better than Ron by choosing Draco, Viktor or even Harry. I’m going to explain you why. I also put myself in her shoes and if you ask me something like that, I would be bothered, not to say that I would get angry and rightly so, for questioning my choices.
Hermione may chose Ron for these reasons:
He stands up for her when someone insults or tries to attack her. Like when he got attacked by Malfoy after insulting Hermione calling her a Mudblood or when he offers himself to be tortured by Bellatrix to keep Hermione safe.
Even if they bicker or argue almost daily for any reason, Hermione seems to care about Ron when he gets attacked (for example, when he almost dies in HBP) or misses him when he is away for a long time like in Deathly Hallows when Ron leaves her and Harry to deal with the locket. Same can be said about Ron when Hermione gets petrified by the basilisk in the Chamber of Secrets.
Ron is the only person of her age who actually stands her bossiness, her insensitive remarks and her other flaws, even if it exasperates him at some point and ends calling out her. Even if they fight a lot, he puts a sincere effort and his best to understand Hermione, thing that can’t be said about Harry. Same with Hermione when it comes about trying to comprehend Ron’s self-esteem issues, immaturity and childish behaviour until she gets annoyed and starts to nag him for that.
They get the best of each other when they are together. Hermione gets Ron to put some focus at school even if he is already smart while Ron will try make her laugh by saying something witty or stupid.
Hermione has a lot of flaws and so does Ron, but if it is there’s something that Hermione is not, is being an stupid and shallow woman or someone who is looking for a rich suitor, for certain. She is most likely to be a career-woman type who doesn’t need the money or being supported financially by her husband. If that were not the case, she would have married Draco, don’t you think?
Ron is not average and for certain, not poor after the war. Anyone who stands next to Hermione is average in academic terms but that does not mean exactly that Ron or Harry are dumber than her. Ron can be very smarter than most of his peers, like when he set the strategy during the giant chess play at Philosopher’s Stone ending.
Also, his family may be poor during his childhood and adolescence, but after the war and after being an Auror for some years, he got in charge of Weasley’s Wizard Wheezes with George which was a successful business and a money-spinner.
And last, Hermione loved the Weasleys because they welcomed her into the magical society.
3.1k Views · View 61 Upvoters · View Sharers",Sie Airena,Why Hermione fall for poor and average Ron when she could chose better?,Harry Potter
19,"He drinks. Nagini’s venom or blood - it wasn’t specified. Hopefully not milk.
35 Views · View 3 Upvoters",Valeria Mesalina,What does Lord Voldemort eat?,Harry Potter
20,"This is going to be fun. I’ve noticed that so much changes just by reversing the girls’ gender alone. Genders have been changed in the passages below.
""Has anyone seen a toad? Alice’s lost one,"" he said. He had a bossy sort of voice, bushy brown hair, and rather large front teeth.
""We've already told her we haven't seen it,"" said Robin, but the boy wasn't listening, he was looking at the wand in her hand.
""Oh, are you doing magic? Let's see it, then.""
- - -
""Sunshine, daisies, butter mellow, Turn this stupid, fat rat yellow.""
She waved her wand, but nothing happened. Scabbers stayed gray and fast asleep.
""Are you sure that's a real spell?"" said the boy. ""Well, it's not very good, is it? I've tried a few simple spells just for practice and it's all worked for me. Nobody in my family's magic at all, it was ever such a surprise when I got my letter, but I was ever so pleased, of course, I mean, it's the very best school of witchcraft there is, I've heard -- I've learned all our course books by heart, of course, I just hope it
 will be enough -- I'm Henry Granger, by the way, who are you?”
- - -
Robin said, ""One person can't feel all that at once, they'd explode.""
""Just because you've got the emotional range of a teaspoon doesn't mean we all have,"" said Henry nastily, picking up his quill again.
Male Hermione comes off as a bully. Check!
""Right,"" said Gilbert, tossing his red hair out of his face and glaring at Robin, ""let's get this straight once and for all. It is none of your business who I go out with or what I do with them, Robin —
""Yeah, it is!"" said Robin, just as angrily. ""D'you think I want people saying my brother's a — ""
This passage would no longer be as effective if Ginny were a boy since the connotations of dating multiple people are considerably different between the genders. Gilbert Weasley would have gone scot-free.
“Beds empty! No note! Car gone ... could have crashed ... out of my mind with worry ... did you care? ... never, as long as I’ve lived ... you wait until your mother gets home, we never had trouble like this from Beatrice or Charlie or Phoebe ...’
‘Perfect Phoebe,’ muttered Freya.
‘YOU COULD DO WITH TAKING A LEAF OUT OF PHOEBE’S BOOK!’ yelled Mr. Weasley, prodding a finger in Freya’s chest. ‘You could have died, you could have been seen, you could have lost your mother her job –”
If Mr. and Mrs. Weasley’s genders were reversed, Martin Weasley would be in so much more hot water for how overbearing and controlling he is.
“You thought I would not weesh to marry ‘er? Or per'aps you hoped?"" said François, his nostrils flaring. ""What do I care how she looks? I am good-looking enough for both of us, I theenk! All these scars show is zat my wife is brave! And I shall do zat!"" he added fiercely, pushing Mr. Weasley aside and snatching the ointment from him.”
François Delacour becomes infinitely more narcissistic yet sympathetic.
“Oh well…I’d just been thinking, if you had died, you’d have been welcome to share my toilet.”
Moaning Milton is no longer a sad ghost who lives in a toilet but a degenerate who spies on the girls’ bathroom.
“Deep down, you know that you deserve to be punished. Don’t you, Ms Potter?”
Dorian Umbridge would be ten times creepier, pink clothes and office included. His character would never have seen the light of day.
However, Oleander Brown wouldn’t be seen as clingy and annoying but unusually affectionate for a boy. Chen Chang would probably be praised for being so open with his feelings. Nicodemus “Nico” Tonks would be so much more fun (can you just imagine a young, spunky Hufflepuff man running around with bubblegum pink hair?). And Lorcan Lovegood would be just as awesome as ever, although his oddness would be less charming and a lot more weird.
It’s so strange to think how different these characters (the men included) would be if their genders were reversed and I didn’t go in expecting much but I was quickly proven wrong. Thanks for the thought exercise!
16.5k Views · View 869 Upvoters · View Sharers",Joyce Chung,"What would you feel about Harry Potter if every role got gender-reversed? If every male character became a female character and female character, male (without their actions changing)?",Harry Potter
21,"I really wish there were more answers to this because I’d like to know what other people think. It’s one of those loose ends that Rowling has come up with in order to explain away her own plot holes, and for now, we’re stuck with this tripe:
“I think that for one moment she trembled on the verge of wishing Harry luck; that she almost acknowledged that her loathing of his world, and of him, was born out of jealousy. But she couldn’t do it; years of pretending that ‘normal’ was best had hardened her too much.""
—J. K. Rowling on what Petunia wanted to say shortly before her departure.
That doesn’t really fit, for me. It’s just another ‘explain away’, as I call it. I’m surprised she didn’t say it could be something that Rowling seems to think encompasses the most devastating and yet heartfelt statement in the book, “You have your mother’s eyes.”
For me personally, I feel this is a scapegoat phrase that’s supposed to irrevocably change people who’ve been nasty and cruel throughout the whole series into someone who does actually care a whole lot *cough* Snape *cough*, in spite of all their actions to the contrary.
Personally, though, I feel it would be something a little deeper, something that explains Petunia’s absolutely abhorrent treatment of a kid. I imagine it would go something like this:
She stopped and looked back. For a moment Harry had the strangest feeling that she wanted to say something to him: she gave him an odd, tremulous look and seemed to teeter on the edge of speech. When it finally burst forth it was as if she had lanced a wound that festered for years and years.
“I suppose you expect some sort of farewell, some sort of thank you?” she said waspishly.
Harry just looked at her. What could he say? Sixteen years had taught him not expect much of anything at all.
“How could she expect me to think of you as a son? How could she expect anything, when all she’s done is leave me behind?” The words came out in a restrained shriek. “Always she was leaving me. For that boy. For that freak school. For that worthless husband. And then she left me for good, and never could I follow.” Tears poured down her horsey face and she trembled.
Harry was staring at her, speechless.
“And you, staring at me with her eyes, following in her steps…how could I do anything but hate you? You’re a constant reminder that she…she left me!”
“She didn’t want to be murdered, you know,” Harry retorted, angry. “She chose to fight and she was killed for it. You should be proud!”
Petunia gave him a scathing look. “Proud of what? That she chose to go off and get herself blown up and land me with her freak son?”
Harry resisted the urge to strike at her. “You can’t fool me, I saw your face when you learned Voldemort was back, when Dudley and I were attacked. You’re scared, and you should be. She and my dad were some of the best of their age, and they weren’t strong enough to fight him. What chance do you think you’d stand?”
Petunia’s face went pale and her eyes welled with even more tears. “She died, and there’s nothing I can or could do about it. When I found out, when we got you…” her lip trembled and she sobbed, “I was so angry, because she’d gone again, where I couldn’t follow. And I hated her, because she was my s-sister and all she ever did was l-leave.”
Harry watched her break down with an odd crushing feeling in his stomach. “Why didn’t you ever say anything?”
His aunt looked at him with her swollen eyes and she swallowed, breathing hard. “Because now you’re leaving too. And I knew you would, I always knew you would,” she whispered.
Harry bit his lip and fought the sensation of burning in his eyes. Then Vernon stumped back in the room and grabbed his wife by the arm.
“Petunia! It’s time to go!” he bellowed, giving one final loathing-filled look at his nephew before dragging his wife out of the house.
Petunia’s eyes met Harry’s for the last time, and then she hid her face in her hands and left with her husband, leaving behind the nephew that had haunted her since her sister’s death.
But I don’t know. This is just what I would imagine. Hopefully some other people will come up with more answers.
Edit: The amount of kind and incredible comments on this is truly heartwarming. I was not expecting it. Thank you all so much.
9.2k Views · View 611 Upvoters · View Sharers",Yayenia Thompson,What do you think Petunia wanted to tell Harry when they went their separate ways?,Harry Potter
22,"Hermione knows Ron is really overprotective when it comes to Ginny (and pretty much all his friends), and let’s admit it quickly - he was kind of rooting for her and Harry to end up together. At the end of Order Of The Phoenix, he quite obviously demonstrates that he considers Harry to be the only one “worthy” of his little sister. He dislikes Michael Corner because he considers him to be “not good enough” for Ginny. Ridiculous but eh, that’s an overprotective big brother for you.
Ron has a rather cute and naive conception of love - he can’t fathom that dating just for the sake of dating exists. To him, dating is between people who actually share something deeper than just snogging. He doesn’t understand why Ginny is dating other people despite her feelings for Harry. This wide-eyed innocence is what Ginny will exploit to hit where it hurts when they have their argument in Half-Blood Prince - because Ron believes that dating and kissing is something special, discovering that Hermione and Viktor had been involved together was the surefire way to break his heart, and his dreams of “true love” as well.
2.8k Views · View 122 Upvoters · Answer requested by
Hudeifi Abdihakin",Vivian Onim,What did Hermione mean when she said that she wasn’t surprised Ron didn’t like “the dark one” (Michael Corner)?,Harry Potter
23,"Oh, tough one. This is going to sound terrible, but Molly Weasley. I used to love her mothering ways, and thought she managed her brood of seven (plus dad) quite well, but then I began to notice little, niggling things about Molly that bothered me.
As poor as the Weasleys were, she should have sent Ron a nice dress robe for the Yule Ball! How awful of her to send him something from one hundred years ago. And if she truly had no money to buy Ron decent clothes for his first big dance (with more to follow, so invest in those nice clothes), Molly could have done something, anything to earn extra money for their family! The kids were all away most of the year. Write articles on knitting for The Daily Prophet. Raise eggs for muggles. Knit ugly sweaters and sell them at a market, once a week. Anything! So her not helping the family with money rankles me.
Then she expects each child to be awesome, amazing and earn fantastic marks and Molly compares her children to one another! Charlie and Bill obviously performed very well at Hogwarts. When Ron was made prefect and Molly found out, she said this, while Fred and George stood nearby.
“I don’t believe it! I don’t believe it! Oh, Ron, how wonderful! A prefect! That’s everyone in the family!”
“What are Fred and I, next door neighbors?” said George indignantly, as his mother pushed him aside and flung her arms around her youngest son.
“What until your father hears! Ron, I’m so proud of you, what wonderful news. You could wind up Head Boy just like Bill and Percy, it’s the first step!”
(emphasis mine)
Why would Molly do that? The twins wanted her approval also, and to make the products they did for their joke store, they had to be brilliant at magic. All sorts of magic. But Molly cares about her kids’ outward appearances. And this doesn’t even take into account what a prat Percy is being. He’s basically acting as if he is not a Weasley at all. But Molly is thinking only of titles and being made Head Boy. Ugh. I wouldn’t want Molly to be my mom. I’d want her to acknowledge the things I’m doing well, rather than going on about her good students in the house. Besides, every child is different. I cannot imagine that family having six Percys. Really? Yuk. And she hurt George with her comments and lavish praise.
Another thing… when it came to Sirius and Harry, Molly interfered severely and was completely OUT OF LINE! Yes, I’m shouting. Sorry. But Sirius was designated to be Harry’s godfather and Sirius is doing a fine job of it too, until Molly busted in and made nasty remarks about Sirius being stuck in Azkaban. Like the guy wanted to go there right after his best mate was killed! Let the man, be a man to a teenager boy left in his care. She gets too involved with Harry and insults Sirius way too much. Muzzle that woman, please.
“[Harry’s]’s not your son,” said Sirius quietly. “He’s as good as,” said Mrs. Weasley fiercely. “Who else has he got?” “He’s got me!” “Yes,” said Mrs. Weasley, her lip curling, “the thing is, it’s been rather difficult for you to look after him while you’ve been locked up in Azkaban, hasn’t it?” J.K. Rowling, Harry Potter and the Order of the Phoenix.
Rude and mean.
And how would you like to marry into Molly’s family? Did you notice all the cruel things she said, nonstop, mind you, about Fleur Delacour? Molly loathed the woman who was marrying her son! Be nice to the girl! No wonder that they moved far away to Shell Cottage when they married. Because Molly made fun of her accent and never helped Fleur. And I’m quite sure Fleur noticed. She’s not a dolt. Fleur knew her mother-in-law to be hated her. What fun that would be? Molly should have made the effort to be kind and look for the good in her daughter-in-law! It was up to Molly to be the nice one. Fleur made efforts to land on Molly’s good side, but Molly wouldn’t have it. That still bothers me. Molly was plain out mean. And rude.
So there are a few of my reasons why I now dislike Molly Weasley. I did like her motherly ways once upon a time. But now? She gets on my nerves. She needs to work on being kinder. In my opinion only. I’m sure Molly Weasley has plenty of admirers.
25.9k Views · View 615 Upvoters · Answer requested by
Ashley Zhang",Deanna Eppers,Who in Harry Potter do you dislike other people love?,Harry Potter
24,"Because Snape DIDN’T have a better character. He had a victim complex. He mucked about with Dark magic, he was a magical bigot, he hung out with other magical bigots and either bullied or toadied along with them… That’s like asking why a Jewish girl didn’t marry that nice Neonazi boy from her old neighborhood, because the other guy kept getting in fights with the skinhead and had SUCH a swelled head…
81 Views · View 3 Upvoters",Ralph Hayes Jr.,"Why did Lily Potter marry James Potter instead of Severus Snape, if Snape had better character, was closer to Lily in the beginning and James was such a bully then?",Harry Potter
