,answer,author,question,topic
11,"Before I answer, let me explain my opinion on BTS' success.
Most people (non-ARMYs/ non-kpop fans) thought that their fame was sudden, that they suddenly, out of nowhere, hit #1 on BB200. When in actual fact, they've been charting since HYYH, gradually moving up the charts since 2015 (ref - billboard: BTS Chart History). With each comeback, their album sales also gradually increase (ref: @bts_geek_stats)
View image on Twitter
BTS: Bring The Stats
@bts_geek_stats
 Gaon’s Monthly Album chart comes out today, and soon we’ll know Love Yourself: Tear’s sales in May. 

 Here’s a graph showing the complete history of @BTS_twt’s first month album sales on Gaon, where you can see their impressive growth throughout the years. #BestOfBTS
1,617
12:04 AM - Jun 8, 2018
1,141 people are talking about this
Twitter Ads info and privacy
Additionally, their old albums (released 1 to 3 years ago) are still selling well. Ref: @SerieTV46 (I will try to find the link that shows the old albums' monthly sales, note that this shows only 1 day's sale)
View image on Twitter
Kpop Charts & News
@SerieTV46
Top 20 Kpop group album sales today (2018/04/10) on Hanteo:#TWICE, #EXO_CBX, #GOT7 , #BTS , #NCT, #STRAYKIDS, #WANNAONE, #MONSTAX, #WINNER, #TVXQ, #EXID, #EXO, #SEVENTEEN, #THEBOYZ, #OHMYGIRL 

BTS are the only group to also sold old album in the top 20.
657
11:05 PM - Apr 10, 2018
495 people are talking about this
Twitter Ads info and privacy
*EDIT*: The photos show Gaon's monthly chart, June 2018 album sales. ALL BTS' albums - even 5-year-old albums - charted in top 50 (#7, 10, 19, 21, 25, 35, 36, 38, 39, 44 and 45) whereby other artists' albums were mostly released in 2018.
(source: http://www.gaonchart.co.kr/main/... )
*UPDATE* :
@shadow_twts posted this as proof that BTS' success in the US wasn't sudden: BTS Never Had an Overnight Success in US: The Era Before “Her”
TLDR: Even their 2013's debut song already entered Billboard World Digital Song and stayed for 3 weeks. Since then, they consistently charted and entered more Billboard chart categories with subsequent albums and stayed for at least a few weeks (a rare feat especially for a rookie group that's NOT from big companies) until they're able to chart in one of the main categories, Billboard 200 with HYYH Pt 2 at #171. Since then, they gradually move up the chart with newer albums.
So what could this progress be attributed to? In other words, what made people so invested in them?
A bit about my story on how I got into them…
I was into kpop since ~2008. In short, at first I enjoyed it because of the catchy songs and dance but as the industry became more saturated with many, many new groups debuting with identical sounds , style and vibe, I lost interest in it - with some exceptions eg Bigbang, 2ne1 which I sometimes checked for release of new songs.
Then one day, I clicked on Save Me MV which were in my recommendations. I thought it was a good song. I searched for more of their songs just to find if there were similar ones that I would probably like. And to my surprise, I liked most of their songs, and the main reason was the LYRICS. I was impressed with Spine Breaker and Paldogangsan (Satoori Rap) at the time because they talked about a social issue among students in Korea at that time and the latter one about the division that exists based on provinces in South Korea, something very rarely found in an industry that is usually superficial.
*Spine Breaker lyrics & explanation:
BTS – Spine Breaker (English Translation + Ramblings)
*Paldogangsan lyrics & explanation:
BTS – Satoori Rap (English Translation and Ramblings)
The more I dive into their discography, the more I appreciate them because they feel genuine, honest and relatable. And personally, because they also talked about loneliness and anxiety, which were from their own personal experiences.
Of course, as I learn more and more about them, I realized that they are distinctive from other groups by their vocal colours, exceptional rap skills, involvement in music production & idea and the list goes on. But on a personal level, the CORE of it would be that I can simply relate to them.
I don't speak for the fandom or the gp as I am only 1 person, but I've encountered many interviews, tweets and articles from MANY ARMYs that tell similar stories, that is, they can relate or bts' music gives them some kind of comfort/strength.
So to answer the question, I honestly have not seen a group as close to BTS' success right now. Of course, most idols work hard & have talent but to get even as close as BTS, they must be distinctive, show individuality and have that X factor. Sure, if you have the 'it' song, you may get that fame for a while, but will it last in the long run?
**These are based on MY opinions and personal experience. You may agree or disagree.
38.2k Views · View 434 Upvoters · View Sharers",Eve Lin,"Which K-Pop group do you think will surpass BTS's fame and success, and why?",K-Pop Artists and Groups
12,"I assisted to their two concerts in my country last year, and the second day I brought a small but visible banner with “SOPE♡” on it (I was in the vip section, so I was very close to them) we didn’t want to write YOONSEOK cause it was too large and also because it is the ‘ship name’ WE (armys) gave to them and we didn’t want them too feel uncomfortable or something, so we thought ‘sope’ was more appropiate since they themselves call their friendship like that.
The thing is when the concert started they first performed a song or two (don’t remember too well) and then introduced themselves, in that short time, they actually looked a lot too the public while the others were talking, Hoseok saw my banner since he was closer to the place we were (Yoongi was at the other side of the stage) and I’m saying this really confident even though I don’t have material proof, because he pointed at me and smiled (very fondly, almost giggled but not in a mean kinda way, more like in a cute one) and there wasn’t any other banners lifted in my section cause I looked everywhere to see if it was really me the one who was being pointed at….(shookt, it really was me) he didn’t seem to be annoyed at all, actually he seemed moved by the fact that people from all around the world knew he and Yoongi are very close friends. After that, they went back to their choreography positions and he told something to Yoongi, now that could’ve been anything, but since it happened so shortly after he saw my banner, Id like to assume he told him about it, also, after that, they were really close throughout the whole thing (that iconic sope moment playing with the giant army bomb, that happened here!!)
Personally, i think they like us to acknowledge their friendship, they don’t really care if it is in a romantic way as long as it is not represented in a sexual manner, because that’s part of their personal life and they can perceive it as rude, weird or.... even funny (who knows?????) either reaction would cause half of the fandom (if not the whole) to heartbreak and they probably don’t want that.
here’s some SOPE being really loud about their love in Bon Voyage
55.2k Views · View 688 Upvoters · View Sharers",Nanda,What does BTS think about our ships?,K-Pop Artists and Groups
13,"Originally Answered: What is the news from BTS this year?
Besides the fact that ARMY is going to prison over the leaked Taekook kiss?
lol, but in all seriousness, there’s so much news from BTS. 2018 has to be their busiest year yet - every morning I wake up to a bangtan bomb or news of another song. They’re due to comeback in August but if feels like they haven’t even ‘left’ yet so how can they ‘comeback’ haha. Here’s a little detailed list of news:
New Music:
Hope World Mixtape
Love Yourself album (Japanese version)
Love Yourself: Tear
Festa songs/covers (Daeng, Autumn Outside the Post Office)
Content:
4th Muster at Gocheok Dome 1/13/18
BTS run
Burn the Stage (Youtube Red series)
BTS Comeback
FESTA content
Memories of 2017 DVD
5th ARMY ZIP
BANGTAN BOMBS (daily lol)
Ellen appearance
G.C.F by Jungkook
Lotte Family concert
Records/milestones:
Billboard performance (top social artist award)
First K-pop band to hit No.1 on Billboard Artist 100
Hope world: First Solo K-pop act to hit No. 1 spot on the iTunes Top Albums Chart
BTS run 50th ep
Biggest pre-orders sales ever for an album in South Korea
Winning first place in music programs (Inkigayo, Music Bank, Show! Music Core)
Individual achievements:
J-hope’s first mixtape: Hope World released 1/3/18
Jungkook produced song on album: Magic Shop from Love Yourself: Tear
Jin’s appearance on Law of the Jungle
Future projects: (confirmed)
Jungkook’s mixtape/album
Bon voyage season 3
Love Yourself World Tour (August) More dates to come
Final instalment for Love Yourself series : Answer (August release)
2018 BTS EXHIBITION: ARA Art Center in Seoul (August)
Yeah, so, in conclusion they’ve been pretty packed in terms of their schedule. There’s also something Jungkook teased in a live stream that he has yet to announce, it could be a new song/album but we’ll only find out in time. :)
Hope this helps.
23.8k Views · View 209 Upvoters · Answer requested by
Çhį Råz",Nayk,What are news from BTS?,K-Pop Artists and Groups
14,"Jeongyeon should be the main vocalist in twice.
GWSN has attention because of Miya.
Somi should have debuted with twice.
I love NCT but i hate what SM is doing with them.
Jennie is the princess of YG and he doesn’t really care about other members.He deleted youtube videos where it was a truth of Jennie being lazy and did not care for other blackpink’s members controversies.
Some W*izones are fans of I*zone because of Chaeyoung.
Twice will continue being the nation’s girl group.
Blackpink will flop.Sorry but it will.
Idle will be BIG along with NCT and especially Stray Kids.
Exo has the best vocals along with vixx.(bg)
Red Velvet,Mamamoo and gfriend have the best vocals in kpop.(gg)
LOONA are really great,no i am not an orbit.
Taemin is the best boy dancer in kpop.
Momo is a better dancer than Lisa.
Twice is original and they appeal to many ASIANS.
Twice have the most cheerful songs.
One of the cons of being a kpop fan is accepting your idol did a mistake.
Along with this…Merries should accept Nancy is disrespectful.
What Wendy said was not racist but freaking ignorant.
Wanna One’s hype is useless.
Blackpink are overhyped.
Lisa’s solo will be the most successful solo of all members.
L.E of exid,Yeeun of CLC,Soyeon of idle,Jessi and lowkey Jimin of AOA are the best female rappers.
Stray Kids are really great.Their music is really meaningful,they work hard and are very talented.
Changbin of Stray kids is one of the best rappers in kpop.
Fat shaming idols is stupid.I still feel sorry for Jihyo in SIXTEEN.
Survival shows suck.
BTS is kpop,but kpop is not BTS.This is really important.
Saying I don’t like this group or that group is not an opinion.
BTS paved the way.Change my mind.
BTS has not great vocals but the colors of their vocals are really great.The four vocalist have different vocal colors.It’s special.
BTS has great rappers.
BTS is not overrated.
Fanwars should stop.
Dreamcatcher is actually great.Their concept and their music are really great and their fans are called insomnia.
Jackson is not caring less about GOT7 because he is promoting abroad.But I think he may leave his group in the future.
CLC deserves better.
I love what Hyuna and Hyojong did.Telling fans that they are dating for me is really great because they knew it could risk their reputation and they chose to be honest.I hope they stay together.
Seventeen is a well rounded group.
ShinEE is the group of VISUALS.
f(x) should comeback asap or disband.
YG is trash.
If YG supported CL’s career,she wouldn’t flop.
JYP realtionship with Twice is…weird?
Got7’s comebacks are always great.
Lullaby had a really great choreography.
Power Up by red velvet was annoying and dissapointing.
Bad boy and Pick a boo are their best songs.
NCT concept is not difficult to understand.
I love how bighit is taking legal actions for antis.
BTS should REST.
Mic Drop ft. dessigner is actually really good.
Chan of Stray Kids and Namjoon of BTS are the best leaders in kpop.
ARMY is NOT toxic.They are one of the biggest fandom in the world,the biggest it is more toxic stans will have.But in general they are not toxic,the thing is that is so big that has many immature 12 year old fans.
Namjoon is the most important member of BTS,no he is not my bias.
SNSD will always be one of the best kpop girl groups.
OT12 EXO should come back.
Kiss and Make up was not a dissapointment.
Red Velvet do not have Stage presence at all,just Seulgi.
IU is such a sweatheart.
Sunmi is a visual queen.
Somi should debut asap.
SM artists have the best vocals.
Small companies in the future will conquer with big3.Bighit is already doing that.
FNC new girl group to debut soon,cherry bullet, will gain a lot attention.
As well as bighit’s new boy group.
Gdragon is not the best male rapper in kpop.His rapping style is special but annoying.
Views do matter,but not everytime. No,they do not decide a group’s popularity.
Face of the group position is stupid.
Momo’s ‘’vocal’’ voice is stupid,jyp should let her sing in her voice.
Kpop fans who say:”I love (insert group’s name here) with all my heart,but i am leaving the fandom because it’s toxic’’ have me like:
Do you know what being a fan and being part of the fandom means?Yes,it is the same thing.If you love and support somebody you are a fan.That makes you part the fandom.It’s that easy.
These are my honest unpopular opinions in kpop,they are many,yeah.If I remember something else i’ll come again.
~Krys~
3.5k Views · View 86 Upvoters",Krys Way,What is your unpopular opinion of K-pop idols?,K-Pop Artists and Groups
15,"Ok guys, PREPARE FOR THE TEA ☕️
Bts
They are not overrated, you think they are because you are jealous/an anti
Yea I like bts and I know about how they struggled just for their dreams. And still, a LARGE number of people saying THEY.ARE.FREAKING.OVERRATED. Plz just SHUT UP , for heaven’s sake
2. ARMYS are infamous
Oh please , I see those annoying yt comments like ,’any ARMYS here?!?!?!’here and there and it’s getting old.
3. Stop complaining BTS vocal line is weak.
BTS is originally a Hip-Hop group, and their raps are supposed to be better than vocals. Ppl need to know that every group on the world has their unique strengths and weaknesses.
Got7
is underrated.
They are popular internationally, but they are still gaining attention in Korea. They can produce a wide variety of genres of music, not only dark, mature and cute—because they can be ALL THREE!! So please, stan talent, stan them.
IKON
Goodbye Road is the best among Love Scenario, Killing Me and Goodbye Road.
Goodbye Road has BIGBANG vibes, because IKON is destined to be the next BIGBANG, so there’s no point COMPLAINING.
Goodbye Road is great, but it somehow shows how YG ruins their good vocals.
Goodbye Road isn’t a song that requires hard-hitting vocals like LOONA songs, but sad/ballad songs need soothing/sweet vocals, and I sometimes think some of the IKON members don’t fit Goodbye Road.
Wanna One
Is extremely overrated.
I know that they struggled to debut in PD101 Season 2, but their music after PD101S2 doesn’t rlly have uniqueness and their own style. Wanna One doesn’t really stand out to me and I don’t get the hype around them.
I support their disbandment.
DONT KILL ME BECAUSE OF THESE OPINIONS. After IOI disbanded, the girls separated and most of them had success.
Disbandment only means you won’t see your fav guys/girls together in a group but they aren’t dead or something. You can still meet them as actors/actresses , soloists or in other groups and that brings success.
TWICE
They still need improvement in singing rapping and dancing, but THEY.ARENT.TALENTLESS.
If they are totally talentless, they won’t be picked by JYP to debut in Twice
SO.
SHUT.
THE.
FUCK.
UP.
ANTIS.
Their cute concept is getting boring.
I know that Koreans love the cuuuuuuuuuute concept, but I am one of the fans waiting for the girl crush concept. I know they match the girl crush concept much more.
Gfriend
They are the best girl group in 4th gen K-Pop.
GFRIEND has enchanted vocals and can sing a lot of songs in those sweet voices and all six of them have a different style of singing (eg. Umji’s vocals suit ballad songs) and they are ACES in dancing (watch their vids about them dancing in Weekly Idol)
Red Velvet
They have no stage presence.
I’m a normal person, but I find the RV lives boring, and that means they hv no stage presence. But their songs are freaking bops for sure. (Power Up isn’t that great tho)
BLACKPINK
These girls are talented, but YG does a GREAT JOB managing them.
Notice me being sarcastic. They have yearly comebacks, thanks to the bad management by YG. Besides they won’t be popular if the international fans don’t support them.
LOONA
Hi High is not a disappointing song and it IS.NOT.A.FUCKING.CUTE.CONCEPT.
Their predebut is great, but Hi High is an UNDERRATED ENERGETIC MASTERPIECE and not that typical and common ‘cute’ concept.
These girls are talented.
I listened to their predebut songs and BlockBerry Creative does a good job showing their talents in singing, rapping and dancing.
They deserve to be the best girl group in 5th gen KPOP.
They beat a lot of idols in talents and visuals, now we Orbits are only waiting for masterpieces and prizes for them.
IZ*ONE
La Vie en Rose, their debut track, is a MASTERPIECE.
I’m not really hyped of their debut, and I’m supposed that they’re the next Wanna One in me. But La Vie en Rose just surprised me, and IM IN LOVE WITH JO YURI’S VOICE.
I feel that Produce 48 is not a FAIR TEST.
In IZ*ONE, there are nine Koreans and three Japanese. It should be 50:50 Korean and Japanese ppl to be fair and they should include Lee Kaeun in the Korean lineup and Koto Moe and Matsui Jurina in the Japanese lineup.
NCT
The NCT concept isn’t that hard to understand.
It isn’t hard for real, but the former MCs in Weekly Idol made it look like it’s hard. Great job dissing idols.
Other underrated rookie groups
People nowadays aren’t giving rookie groups a chance.
Like fromis_9, Victon and JBJ (disbanded) , their songs are SUPERB, Love Bomb (fromis_9) is a REALLY CATCHY song and I recommend it.
Don’t kill me because of my trashy opinions and thank you guysss!! :3
5.3k Views · View 71 Upvoters · View Sharers",Queenie Lo Hei Yiu,What is your unpopular opinion of K-pop idols?,K-Pop Artists and Groups
16,"Why yes, in all aspects hahahaha, before the whole gift banning BigHit and BTS decided this year, most of their clothes, and collections at their dorm are gifts from fans. BTS treasures everything Armys give them, in fact, during their debut and early years, other groups fandoms mocked BTS because their clothes aren’t stylish or branded, so many Armys that time gave them high end clothes during fansigns or as birthday gifts. Until now, the members wear accessories or clothes that fans gave them.
As for things they kept in their rooms. RM’s old bedroom was full of the Ryan plushies he received from fans.
But if you want a very sentimental side from them, let’s go back during their debut days. So back then, Army was just a really small fandom :( and that time, they wanted to give something BTS to celebrate their 1000th day a group I think, so these k-armys chipped in on buying a set of bowls for the members to use at home haha (really cute.) And I promise, whenever the members move to a better or large dorm, they bring those bowls around too.
^See those bowls on the shelf near Jin’s head? Well, they are the same bowls he used in Run BTS Ep 44 when he made RM and Tae’s food for their hike.
There are plenty of other examples of them with the gifts they got from fans. Though these are the top examples that I can think about right now.
9k Views · View 344 Upvoters · View Sharers",Dionne Estrada,Do BTS keep their presents from fans in their own room?,K-Pop Artists and Groups
17,"I have tried to listen to other K-Pop groups like Exo, Red Velvet, Blackpink, and Got 7. They are just okay, that's it. BTS is unique, they are very individualistic. They barely fit the K-Pop sound, which to me is very cheesy and boring.
I heard BTS first before I attempted other groups, and I had to turn it off halfway through a song. BTS is intelligent, they care about the lyrics, and the sound. They don't just put a song out just for the heck of it. More quality, than quantity, that peaks American interest because we are begging for a new sound. Some of us are sick of the American Idol crap that won't go away for years. Prior to finding BTS, I never heard the radio. I thought everything sucked. Only foreigners seem to make better music like Adele, Birdy. I don't know why but it's true.
BTS are in a class of their own.
376 Views · View 12 Upvoters",Jennifer Underwood,"Why can BTS be popular in the US, while many K-pop acts before them fail to do so?",K-Pop Artists and Groups
18,"1.) Soyeon from (G)I-dle, Jessie and Yeeun from CLC are the best female rappers of this generation.
2.) I don’t know why Blackpink is so hyped up. In my opinion the 3 best GG should be TWICE, Red velvet and CLC. BP’s talen is mediocre and their dancing is dull.
3.) Lisa is not the best dancer of this generation.
4.) I’m sick and tired of most idols doing lip sync in their performances and fans defending them. If they really had talent then they wouldn’t have to lip sync. If it’s because of the dancing, some dances aren’t even that hard to do.
4.) Gfriend and TWICE are so far the best dancers and with the best choreos.
5.) kpop fans are too hypocritical. They praise 2nd generation groups calling them kings and queens but barely knowledge that it all started with the 1st generation of kpop.
6.) I cringe sometimes when I heard a bit of auto tune in kpop songs.
7.) kpop performances aren’t as glamorous as fans make them out to be unless you really go out which I rarely see.
8.) YG entertainment is trash. I respect the CEO for being a pioneer in kpop but as a CEO, he should look for a different job.
9.) boy group and girl group stans fight against each other to prove which gender is better but don’t even aknowledge groups that have both genders as members. (EX: Kard).
10.) groups from small companies have better music than groups from the big3 because they tend to have more variety and different styles.
11.) BTS are my favorite group and the only group I stan besides another group, they are my everything but they still need to improve their vocals a bit more.
12.) kpop is nothing special. Is just music in a different language and more fun and colorful but it’s not something that’s too superior for it to not enter the American market. If anything, it can help decrease the racism and stereotypes that Americans have towards Asians.
13.) not writing/composing/producing your own music is not bad but if you do, people will respect you more because the audience will see that you’re speaking from the heart and can relate even more. That’s better than handing it over to an idol to have all these fans calling them the best. That’s like me giving a speech that it’s not mine but people still love me and praise me because I’m a good speaker yet there’s no credit going to the person who came up with the speech.
And thats all all I have as of now.
4.9k Views · View 57 Upvoters",Sara Jones,What is your unpopular opinion of K-pop idols?,K-Pop Artists and Groups
19,"There is one thing that, as an ARMY, I am still really sad about. When BTS went through LA airport earlier this year (March 2018) there was a fan-project called the “Purple Ribbon Project”. ARMYs there to meet them held the ribbon like a fence to try and stop people from mobbing them. It was for the most part a huge success. BTS had noticed it, the media had noticed it, and it was very special to the fandom.
Not long after GOT7 fans staged a project where they used green ribbons as a shield at the airport.
It turned out that the team behind the purple ribbon project had been contacted by iGOT7s who asked for advice on how to hold a similar event, and the team gave them tips. The team wasn’t asked for permission to replicate the project, and they didn’t give explicit permission to replicate the project; they didn’t even know if the iGOT7s were serious, but their view was that these projects could change kpop culture, and lead to all fans being more respectful at the airports.
ARMY didn’t react well. I saw words like “traitor” and “inconsiderate” being thrown around online. They said that the team were bad because they didn’t consult the community before responding to the iGOT7s. ARMYs were upset that their special project was being used by someone else.
And honestly, this really disappoints me. ARMYs slandered and abused a team that worked extremely hard to pull off a truly amazing project, simply because they did something that was aimed at helping other idols get the space and respect they deserved. If this incident hadn’t happened, who knows how many more projects could’ve happened between then and now? But the teams lost the support of a huge fraction of the community over such a childish and petty reaction.
There’s attacking other fandoms, there’s attacking the media, and then there’s attacking our own, who have contributed immensely and who had the absolute best intentions. I’m just incredibly disappointed.
The project’s twitter was @PurpleRibbnARMY and the organising team is @ProtectionARMY. BTS have started using private airport exits.
4.6k Views · View 75 Upvoters",Isabel Huang,What are some of the worst things that BTS fans (Army) have done?,K-Pop Artists and Groups
20,"Rather than different, I think maybe a bit less exaggerated is Suga and Jhope. Suga tries to be loud on-camera for the sake of the fans and to appear on camera at least, but I think he probably spends days without talking to anyone or having any human contact. He’s said himself that he isn’t someone who likes humans nor does he like living with other people - he’s pretty much a loner and would probably much rather be getting on with producing music in his studio than interacting with other people.
Jhope is a sweet guy and very kind-hearted - I think his sound effects and to some extent his cuteness is exaggerated. The way he behaves sometimes, he just seems to forget to do it, so I think to some extent he doesn’t do it enough for it to be embedded in him. But all of them probably have exaggerated characters on-screen while at home they may just be lazing about, trying to get some rest. They all seem pretty loud and talkative though, so I think rather than thinking they’re fake, we should just understand that anything boring on-camera will be cut out by the producers and editors, so naturally they try to be funnier and louder, not necessarily because they are.
17.6k Views · View 145 Upvoters",Ha-Neul Lee,Who in BTS do you think the most different off-camera?,K-Pop Artists and Groups
21,"Rap Monster studied in New Zealand for awhile.
4 Views · View 1 Upvoter",Jiwoo Min,What are some pretty random facts about BTS?,K-Pop Artists and Groups
22,"Originally Answered: How can people not like BTS?
Honestly, a lot of the time it comes down to prejudice.
A lot of the people that hate/dislike BTS claim a lot of things that - if time was taken to do some actual research - they would know isn’t true at all. Examples being: BTS is homophobic, racist, sexist, brain-washing people, puppets etc… And of course then there’s the stuff that is purely based on definition and opinion: BTS is trash, ugly, their music sucks, untalented, annoying etc…
Now people who know BTS, even a little bit, know for a fact that BTS are not racist, homophobic, sexist, evil or fake puppets. It only takes a little research to clear those accusations which sadly, people nowadays don’t do. It’s fun to hate on the world’s biggest boy band after all. It’s funny though, some people try label them as ‘racist’ and then slang off at their Asian ethnicity, calling them “chinese” and that they can’t understand their language, and that they look like “girls” (These haters tend to forget that racism comes in all shapes and forms and doesn’t just limit to skin colour but ALL races and ethnicities. Asians are faced with racism a lot, and BTS entering the Western music market has sparked the disapproval of a lot of racist people.)
“Celebrities are fake, they’re puppets.” This is a notion that celebrities will never truly be able to dispel, people are entitled to their opinions and controversies and at the end of the day, a bit of controversy and mystery is beneficial in their line of work. But people who say this about BTS, again, have not done research. They simply see the overly-energetic boys being loud and silly in interviews and judge them based on their camera personas. I bet they haven’t seen a single episode of AHL, their dance practices, their Youtube red series or bothered reading the lyrics of their songs outlining hard work, injuries, sweat, exhaustion and the price they had to pay for a chance of success. No. They see the superficial 3 minutes interviews and make a premature opinion on the band. Prejudice.
The whole “ BTS is trash, their music sucks, untalented, annoying etc…” is completely unarguable. Why? because opinions will be opinions. We all have an artist/song/genre we don’t enjoy to listen to, right? But even so, whether you dislike Justin Bieber (for example) as a person or simply don’t enjoy his music. JB is a popstar and an artist who has changed someone’s life for the better through his work, you can’t deny that. There is an audience out there that love him and have been inspired by him, and that should be respected. Music is universal and there’s something for everyone - that’s the beauty of it. JB is not my cup of tea, but I don’t hate him (or any artist for that matter) because they are someone’s source of motivation and inspiration in life. I respect that.
Sadly, not everyone thinks like this though and will gladly bash and ‘trash-talk’ BTS simply because they are upset over their popularity. Maybe jealous that their favourite artist isn’t gaining as much recognition. BTS came from dirt though, and people who have researched and gained insight into their story would respect how far they have come.
Untalented? I suppose people have different definitions. But maybe being a singer, composer, dancer, public figure, ambassador, lyricist, producer, entertainer, performer, MC, actor, and all that doesn’t impress some people? maybe none of those things is considered to be a talent? Or maybe they’re not educated on just how much BTS does.
How can people not like BTS? I’m not sure. How can people not like a band that stands for human rights and self love? that stands against violence and supports a generation of youth that is in dire need? that - through music - comfort those with anxiety, depression, and mental health problems that desperately need a voice? “BTS is overrated” No. Saving lives and promoting love is not overrated, nor should it ever be. I wish people who hated BTS would look past their prejudices and bias opinions and realise that, whether or not they like their songs, their message is to be acknowledged and commended.
2.3k Views · View 84 Upvoters · View Sharers",Nayk,Why don't you like BTS?,K-Pop Artists and Groups
23,"I answers this question on another post so imma put my answer here too.
This is actually a very interesting question. I’m a fan of BTS (so big in fact I’m going to their first stadium concert in NY), but I will answer this question as honestly as I can.
I think BTS’s fame will die out soon and here’s why. Hear me out( and stay with me I hope this doesn't get too confusing).
Recently, their last title tracks have not been getting as much love. Fake Love was ok, but kind of messy and seemed rushed. Idol came off the same, and I don’t know if it was a result of coming out with two albums in one year or what. Even their title track before that, DNA, was unliked by MANY BTS fans. Don’t get me wrong, I love those songs but I could see where people were coming from.
Title tracks are important because they set the tone for the whole album, and what to expect. My timelines on instagram and twitter were dedicated fans, who have stanned BTS for years, saying that the album wasn't what they expected (and not in a good way). I agreed with a lot of the stuff and I thought they would go with more traditional sounds (like DDAENG for example), but went with a more EDM roots, which disappointed me.
When idols create music that their fanbase doesn't like, their popularity will drop and that’s it. So if the next album is similar to this one, I have a feeling people will start to lose interest.
BTS are popular worldwide right now, especially in Western Media. In the next 2 years if they haven't established themselves officially in the Western Market they will not be as focused on as they are right now (by that I mean award shows and nominations, Grammy Interviews or awards in general, etc).
I don’t think their fanbase will die out, that’s for sure. I do think army’s will age though and it’s hard for people to keep themselves so dedicated to voting 50 times or running a fan page when you get to college or start getting busy with life.
BTS won’t die out or shrivel up. They’ve already broken records and proved themselves as an international success . I think they kind of remind me of One Direction, like how they will achieve great success and all pursue great solo careers as well. When they do disband, I couldn't see any of them running away from the public eye and I believe they will continue with acting, dancing, singing, and producing as it seems like that is what they are born to do.
If I were to put a time cap on it, I would bet they would disband in the next five years then continue with solo careers. They are all hardworking and deserve all their success. They have been together working day and night for 7 straight years and have given their youth to this career, and solo careers would certainly let them relax more. Also, another factor is that they really are being overworked. So many people say this about their idols but in BTS’s case it’s pretty extreme. I’m especially worried about Jimins health, he gets skinnier every comeback and I don’t think they are losing healthy weight. I’m sure even after they disband they will be able to tell us more about their personal lives, like what it was really like to work so much and more of their hardships. I love these boys <3.
25.5k Views · View 188 Upvoters · View Sharers",Lee Show,Will BTS’s popularity fall?,K-Pop Artists and Groups
24,"Jungkook is kinda scared of microwaves as he fears they will explode, proof is in fake love filming video, and also/possibly elevators
Suga is not a long sleeper, but instead, sleeps a lot for short periods of time and a lot of the time
BTS stands for beyond the scene
A nickname for Jungkook is Nochu, (from AHL)
V is part of the dance line now
They appeared in running man for a bit
Jin, owns a full set of pink clothing, including socks, and made another member wear the pink clothing during run bts fashion show
When Jungkook first met (I think) RM, who was wearing shorts at the time, he said ‘Wow thighs!’
Jhope knocked over RM’s phone while dancing/flapping/being annoying during Run christmas ver.
Jungkook flashing his abs as part of the choreography was named one of the best moments of BBMA/AMAs (not sure, was probably BBMA) and he was even asked if he knew about it in a conference to which he answered yes
In one of their uploaded videos, Jin had a purple leopard print phone case
Jimin’s choice of stage names were ‘baby g’, ‘baby j’ and ‘young kid’
Jin’s worldwide handsome is a self given name
RM chops onions with the flat side up, but probably doesn’t anymore since the time when it was filmed
One of Suga’s nicknames is min snail, (real name Min Yoongi) because he is slow and lethargic, ( possibly also because of the characters in his name)
In the video Jimin and V play with a beat app, Suga kneed Jimin in the middle for disturbing his rest
Jungkook said in fake love filming ‘if its fake love it has to be sexual’
Rm and Jhope’s shoes came off during their Rather than worrying go/go go dance practice
Jimin has friends who call him up about their (BTS) airport fashion
RM is an atheist
Jungkook loves clapping, in AHL, their was a small segment showing that he was always in a position to clap
Jhope has thrown a banana at Jungkook in anger
RM gets panicked when he can’t find his lip balm
Suga got a Mackeral fish for his 24th birthday
I have more facts, but they’re not rlly random
30.5k Views · View 353 Upvoters · View Sharers",Uyen Pham,What are some pretty random facts about BTS?,K-Pop Artists and Groups
25,"Red Velvet. I’ll try to give a simple answer:
Although I enjoy YG’s artists’ styles and their aesthetic, I do not enjoy the abnormally large time gaps between comebacks.
SM, who are known infamously for scouting for looks, has a good vocal training system. Red Velvet’s vocals are stable and beautiful. Rose’s voice is nasal. Many have said this, but this will end up straining her vocal chords. It is highly detrimental to continue with that nasally voice.
Also, Blackpink is…generic. They’re not the first group to go with the ‘badass but pretty’ style, and they won’t be the last. If you check out their songs, you’ll see. To me, their songs all sound the same. My personal favourite is ‘Stay’. It’s not very popular, but I enjoy the nostalgia that is in that song.
Honestly, I love Blackpink’s aesthetic. Did you see the balloons in Stay? How Rose swung on that chandelier in Ddu du Ddu du (Is that how you spell it?)? Jennie’s laundry aesthetic in Solo? I literally tripped over nothing for Blackpink’s aesthetics. Their visuals are not to be underestimated either.
But generic is generic. Red Velvet’s ‘Peekaboo’ really gave me a thrill and I loved it. ‘Dumb dumb’, ‘Ice-cream cake’, ‘Russian Roulette’… They appealed to me a lot. I loved them. I thought it was a very creative, artistic way to twist music… I liked how SM gave them a (sort of) freedom to allow them to have genres and make their songs dark while sounding nice and musical.
But maybe that’s just my opinion, haha.
1k Views · View 22 Upvoters · Answer requested by
Jalen Lee",Reneal Keys,Which do you prefer Blackpink or Red Velvet?,K-Pop Artists and Groups
